 H2O2                                                   OH         OH                                           8.300e-06 -2.300e+00  2.453e+04  2.000e+00  1.000e+02  3.392e+14  9.000e-01  2.453e+04  2.000e+00  1.000e+02  4.300e-01  1.000e-30  1.000e+30  1.000e+18  3.700e+00  1.000e+00  1.200e+00  7.700e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.500e+00  6.500e-01  7.650e+00  1.000e+00  1.000e+00  1.600e+00  2.800e+00  1.000e+00
 CH3OH                                                  CH3        OH                                           1.172e+02 -6.995e+00  4.931e+04  2.000e+00  1.000e+02  6.244e+16 -6.150e-01  4.657e+04  2.000e+00  1.000e+02 -4.748e-01  3.558e+04  1.116e+03  9.023e+03  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 CH3OH                                                  1CH2       H2O                                          9.915e+02 -8.227e+00  5.003e+04  2.000e+00  1.000e+02  9.442e+15 -1.017e+00  4.615e+04  2.000e+00  1.000e+02  2.545e+00  3.290e+03  4.732e+04  4.711e+04  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 CH3OH                                                  CH2OH      H                                            6.400e+00 -7.244e+00  5.295e+04  2.000e+00  1.000e+02  2.383e+10  5.038e+00  4.251e+04  2.000e+00  1.000e+02 -7.391e+01  3.705e+04  4.150e+04  5.220e+03  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 CH3O                                                   H2CO       H                                            1.148e-06 -3.000e+00  1.223e+04  2.000e+00  1.000e+02  6.800e+13  0.000e+00  1.317e+04  2.000e+00  1.000e+02  9.000e-01  2.500e+03  1.300e+03  1.000e+99  2.000e+00  2.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  6.000e+00  1.000e+00  3.000e+00  2.000e+00  1.500e+00  1.000e+00
 C2H4                                                   H2         H2CC                                         1.008e+04 -9.310e+00  5.025e+04  2.000e+00  1.000e+02  9.841e+13  4.400e-01  4.467e+04  2.000e+00  1.000e+02  7.345e-01  1.800e+02  1.035e+03  5.417e+03  2.000e+00  2.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  7.000e-01  1.000e+00  1.000e+00  1.000e+00  1.000e+00  6.000e+00  1.000e+00  3.000e+00  2.000e+00  1.500e+00  1.000e+00
 C2H2                                                   H2CC                                                    1.057e-10 -6.400e-01  2.501e+04  2.000e+00  1.000e+02  4.121e+13 -5.200e-01  2.554e+04  2.000e+00  1.000e+02  0.000e+00  0.000e+00  0.000e+00  0.000e+00  2.000e+00  2.000e+00  1.000e+00  1.000e+00  2.500e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  6.000e+00  1.000e+00  3.000e+00  2.000e+00  1.500e+00  2.500e+00
 CH3CHO                                                 CH3        HCO                                          1.744e+07 -1.130e+01  4.827e+04  2.000e+00  1.000e+02  1.199e+18 -1.740e+00  4.346e+04  2.000e+00  1.000e+02  2.490e-03  7.181e+02  6.089e+00  3.780e+03  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 CH3CHO                                                 CH4        CO                                           1.937e+06 -1.130e+01  4.827e+04  2.000e+00  1.000e+02  1.332e+17 -1.740e+00  4.346e+04  2.000e+00  1.000e+02  2.490e-03  7.181e+02  6.089e+00  3.780e+03  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 CH3CO                                                  CH3        CO                                           3.711e-08 -9.700e-01  7.347e+03  2.000e+00  1.000e+02  3.890e+13  6.300e-01  8.504e+03  2.000e+00  1.000e+02  6.290e-01  8.730e+09  5.520e+00  7.600e+07  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 CH3CO                                                  CH2CO      H                                            9.139e+01 -1.027e+01  2.787e+04  2.000e+00  1.000e+02  5.277e+12  1.917e+00  2.264e+04  2.000e+00  1.000e+02  6.009e-01  8.103e+09  6.677e+02  5.000e+09  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
