 H2NO                                                   HNOH                                                    2.255e-05 -4.000e+00  2.214e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+01  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 HCN                                                    HNC                                                     2.650e-06 -3.230e+00  2.763e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  7.000e-01  1.000e+00  1.000e+00  1.000e+00  1.000e+00  7.000e+00  1.000e+00  1.000e+00  2.000e+00  1.000e+00  1.000e+00
 CH2CHN(S)                                              CH2CHN                                                  1.661e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  0.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 HOS                                                    HSO                                                     9.581e-13  0.000e+00  1.647e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+01  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 1CH2                                                   3CH2                                                    2.507e-11  0.000e+00  0.000e+00  2.000e+00  1.000e+02  1.000e+00  4.800e-01  4.000e-01  1.000e+00  1.000e+00  1.000e+00  2.400e-01  1.000e+00  1.000e+00  4.000e-01  3.500e-01  6.500e+00  1.000e+00  1.000e+00  1.500e+00  7.500e-01  1.600e+00
 O1D                                                    O3P                                                     2.150e-11  0.000e+00 -1.100e+02  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 N2D                                                    N4S                                                     1.700e-14  0.000e+00  0.000e+00  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 S1D                                                    S                                                       2.150e-11  0.000e+00 -1.100e+02  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
