 H2                                                     H          H                                            2.587e-08 -1.400e+00  5.254e+04  2.000e+00  1.000e+02  2.500e+00  2.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  8.300e-01  1.200e+01  1.000e+00  3.000e+00  3.800e+00  1.900e+00  1.000e+00
 HCO                                                    H          CO                                           4.083e-11  6.600e-01  7.483e+03  2.000e+00  1.000e+02  2.000e+00  2.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  6.000e+00  1.000e+00  3.000e+00  2.000e+00  1.500e+00  1.000e+00
 CH3CO2                                                 CH3        CO2                                          7.306e-09  0.000e+00  5.284e+03  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 H2NO                                                   HNO        H                                            4.541e-07 -2.830e+00  3.267e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+01  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 HNOH                                                   HNO        H                                            3.064e-07 -2.840e+00  2.966e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+01  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 N2H2                                                   NNH        H                                            8.786e-05 -3.050e+00  3.327e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  7.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 HCN                                                    H          CN                                           1.107e-01 -5.130e+00  6.693e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.500e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  0.000e+00  1.000e+00  1.000e+01  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 HNCO                                                   CO         NH                                           1.827e-08  0.000e+00  4.328e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.500e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 NCO                                                    N4S        CO                                           3.653e-10  0.000e+00  2.720e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.500e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 NCN                                                    C          N2                                           1.478e-09  0.000e+00  3.125e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 CH3NH2                                                 CH2NH      H2                                           3.985e-11  0.000e+00  5.398e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 H2NCHO                                                 HCO        NH2                                          2.325e-08  0.000e+00  3.668e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 H2NCHO                                                 H2NCO      H                                            7.638e-09  0.000e+00  3.231e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 NH2                                                    NH         H                                            9.299e-09  0.000e+00  4.861e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 CN                                                     C          N4S                                          2.491e-08  0.000e+00  9.071e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 NO                                                     O3P        N4S                                          2.491e-08  0.000e+00  7.595e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 N2                                                     N4S        N4S                                          2.491e-08  0.000e+00  1.137e+05  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 SO                                                     S          O3P                                          6.609e-10  0.000e+00  5.384e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 HOSO                                                   HOS        O3P                                          5.346e-06 -4.800e+00  5.988e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 H2S                                                    H2         S1D                                          8.469e-11  0.000e+00  2.825e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 H2S                                                    SH         H                                            3.321e-10  0.000e+00  3.730e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 S2                                                     S          S                                            7.954e-11  0.000e+00  3.870e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 CHS                                                    H          CS                                           4.083e-11  6.600e-01  2.516e+04  2.000e+00  1.000e+02  2.000e+00  2.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  6.000e+00  1.000e+00  3.000e+00  2.000e+00  1.500e+00  1.000e+00
 OCS                                                    CO         S                                            4.151e-10  0.000e+00  3.090e+04  2.000e+00  1.000e+02  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
