Reactions included in the STAND2020 chemical network,
compiled from Sources (A) and (B).

Source (A):
================================================================================
Title: A Chemical Kinetics Network for Lightning 
       and Life in Planetary Atmospheres 
Authors: Rimmer P.B., Helling C. 
Table: Stand2015 Chemical Kinetics Network
--------------------------------------------------------------------------------

Source (B):
================================================================================
Title: Hydroxide salts in the clouds of Venus: their effect on the 
       sulfur cycle and cloud droplet
Authors: Rimmer P.B., Jordan S., Constantinou T., Woitke P., Shorttle O., 
         Hobbs R., Paschodimas A. 
Table: Reactions Added and Updated for STAND2020
--------------------------------------------------------------------------------

================================================================================
Byte-by-byte Description of file
--------------------------------------------------------------------------------
   Bytes Format Units   Label     Explanations
--------------------------------------------------------------------------------
   1- 51 A38    ---     Reaction  Reaction
  52- 59 E8.2   ---     alpha     The {alpha} value
  61- 65 A5     ---   u_alpha     alpha units
  67- 72 F5.2   ---     beta      The {beta} value
  74- 81 F7.1   K       Ea        Ea (1)
  83- 86 A21    ---     Ref       Reference (2)
  87- 89 A3     ---     Flag      Flag (3)
--------------------------------------------------------------------------------

Note (1): Rate-constants --
    Rate constants for two-body reactions are calculated from alpha, beta, and 
    gamma according to the Kooij equation, with temperature normalised by 300K 
    in the beta term (consult Source (A): Section 2.1 on how the reaction 
    barrier is calculated). 

    Rate constants for reactions involving a third body follow the Lindemann 
    form. The reaction is first listed in the the network with alpha, beta, and 
    gamma values that correspond to the rate-constant in the low-pressure limit. 
    The reaction is then repeated with alpha, beta, and gamma values that 
    correspond to the rate-constant in the high-pressure limit (consult Source(A): 
    Section 2.2 on how the reaction barrier is calculated).

    * = Consult Source (A): Section 2.3 on how the reaction barrier is calculated.

Note (2): References --
(CH_3)_2O + M => CH_2O + CH_4 + M                  4.17E-11 cm6/s   0.00  20500.0 75
(CH_3)_2O + M => CH_2O + CH_4 + M                  1.53E+13 cm3/s   0.00  29400.0 76
C_2H_5NO + M => C_2H_2O + H_3N + M                 2.07E-05 cm6/s   1.00  36900.0 77
C_2H_5NO + M => C_2H_2O + H_3N + M                 5.01E+14 cm3/s   0.00  36900.0
C_2H_5OO + M => CH_3CH_2O + O + M                  7.37E-05 cm6/s   0.91  31000.0 78
C_2H_5OO + M => CH_3CH_2O + O + M                  1.78E+15 cm3/s  -0.09  31000.0
C_2H_5OO + M => C_2H_5 + O_2 + M                   1.40E+02 cm6/s  -9.85  19600.0 78
C_2H_5OO + M => C_2H_5 + O_2 + M                   5.30E+15 cm3/s  -0.83  17200.0
C_2H_5OO + M => C_2H_4O + HO + M                   1.34E-07 cm6/s   2.37  20900.0 78
C_2H_5OO + M => C_2H_4O + HO + M                   3.24E+12 cm3/s   1.37  20900.0
C_2H_5OO + M => C_2H_4 + HO_2 + M                  3.59E-05 cm6/s  -5.88  17100.0 79
C_2H_5OO + M => C_2H_4 + HO_2 + M                  8.66E+14 cm3/s  -6.88  17100.0
C_2H_4O_3 + M => CH_2O + H_2O + CO + M             4.43E-06 cm6/s   1.00  25300.0 80
C_2H_4O_3 + M => CH_2O + H_2O + CO + M             1.07E+14 cm3/s   0.00  25300.0
(CH_3N)_2 + M => CH_3 + CH_3 + N_2 + M             8.28E-09 cm6/s   1.00  16800.0 81
(CH_3N)_2 + M => CH_3 + CH_3 + N_2 + M             2.00E+11 cm3/s   0.00  16800.0
(CH_3O)_2 + M => CH_3O + CH_3O + M                 1.04E-03 cm6/s   1.00  19400.0 82
(CH_3O)_2 + M => CH_3O + CH_3O + M                 2.51E+16 cm3/s   0.00  19400.0
cyc-C_2H_3O + M => CH_2CHO + M                     3.06E-05 cm6/s  -5.90   7540.0 68
cyc-C_2H_3O + M => CH_2CHO + M                     7.40E+14 cm3/s  -6.90   7540.0
cyc-C_2H_3O + M => CH_3 + CO + M                   3.03E-07 cm6/s   1.00   7190.0 Est
cyc-C_2H_3O + M => CH_3 + CO + M                   7.31E+12 cm3/s   0.00   7190.0
cyc-C_2H_3O + M => C_2H_2O + H + M                 2.05E-06 cm6/s   1.00   7480.0 68
cyc-C_2H_3O + M => C_2H_2O + H + M                 4.96E+13 cm3/s   0.00   7480.0
CH_3OCO + M => CH_3O + CO + M                      1.35E-06 cm6/s   1.65  10600.0 55
CH_3OCO + M => CH_3O + CO + M                      3.27E+13 cm3/s   0.65  10600.0
CH_3OCO + M => CH_3 + CO_2 + M                     1.14E-06 cm6/s   2.11   7990.0 55
CH_3OCO + M => CH_3 + CO_2 + M                     2.76E+13 cm3/s   1.11   7990.0
C_2H_6O_2 + M => CH_3CH_2O + HO + M                1.66E-04 cm6/s   1.00  21700.0 33
C_2H_6O_2 + M => CH_3CH_2O + HO + M                4.00E+15 cm3/s   0.00  21700.0
H_2C_2HOH + M => CH_3 + CHO + M                    2.48E-05 cm6/s   1.00  39800.0 Est
H_2C_2HOH + M => CH_3 + CHO + M                    6.00E+14 cm3/s   0.00  39800.0
CH_3COOH + M => C_2H_2O + H_2O + M                 5.50E-12 cm6/s   0.00  19700.0 83
CH_3COOH + M => C_2H_2O + H_2O + M                 2.82E+12 cm3/s   0.00  32700.0
CH_3COOH + M => CH_4 + CO_2 + M                    2.93E-06 cm6/s   1.00  37500.0 84
CH_3COOH + M => CH_4 + CO_2 + M                    7.08E+13 cm3/s   0.00  37500.0
C_2H_3NO_2 + M => CH_2CHO + NO + M                 1.32E-06 cm6/s   0.00  17200.0 Est
C_2H_3NO_2 + M => CH_2CHO + NO + M                 1.60E+15 cm3/s   0.00  18000.0
(CH_2OH)_2 + M => CH_3CH_2O + HO + M               1.66E-04 cm6/s   1.00  21700.0 33
(CH_2OH)_2 + M => CH_3CH_2O + HO + M               4.00E+15 cm3/s   0.00  21700.0
C_2H_5NO_2 + M => C_2H_4 + HNO_2 + M               2.32E-08 cm6/s   1.00  21600.0 85
C_2H_5NO_2 + M => C_2H_4 + HNO_2 + M               5.60E+11 cm3/s   0.00  21600.0
C_2H_5NO_2 + M => C_2H_5 + NO_2 + M                1.66E-06 cm6/s   0.00  18000.0 86
C_2H_5NO_2 + M => C_2H_5 + NO_2 + M                7.94E+15 cm3/s   0.00  28800.0
C_2H_5NO_2 + M => CH_3NO + CH_2O + M               2.42E-11 cm6/s   0.50   2340.0 Est
C_2H_5NO_2 + M => CH_3NO + CH_2O + M               5.85E+08 cm3/s  -0.50   2340.0
aCO_2H_5N + M => C_2H_4 + HNO_2 + M                2.32E-08 cm6/s   1.00  21600.0 85
aCO_2H_5N + M => C_2H_4 + HNO_2 + M                5.60E+11 cm3/s   0.00  21600.0
aCO_2H_5N + M => C_2H_5 + NO_2 + M                 1.66E-06 cm6/s   0.00  18000.0 86
aCO_2H_5N + M => C_2H_5 + NO_2 + M                 7.94E+15 cm3/s   0.00  28800.0
bCO_2H_5N + M => CH_3CH_2O + NO + M                2.53E-06 cm6/s   1.00  18900.0 87
bCO_2H_5N + M => CH_3CH_2O + NO + M                6.10E+13 cm3/s   0.00  18900.0
bCO_2H_5N + M => C_2H_4O + HNO + M                 2.61E-06 cm6/s   1.00  18900.0 88
bCO_2H_5N + M => C_2H_4O + HNO + M                 6.31E+13 cm3/s   0.00  18900.0
CH_3OCH_2 + M => CH_2O + CH_3 + M                  2.09E-10 cm6/s   0.00   9560.0 89
CH_3OCH_2 + M => CH_2O + CH_3 + M                  1.27E+14 cm3/s  -0.22  13700.0
CH_3CHOH + M => C_2H_4O + H + M                    8.30E-11 cm6/s   0.00  11000.0 90
CH_3CHOH + M => C_2H_4O + H + M                    2.00E+09 cm3/s  -1.00  11000.0
CH_2NCH_3 + M => CH_3CN + H_2 + M                  1.00E-08 cm6/s   1.00   7950.0 91
CH_2NCH_3 + M => CH_3CN + H_2 + M                  2.10E+17 cm3/s   0.00   7950.0
(CH_3)_2CO + M => CH_2O + C_2H_4 + M               1.09E-04 cm6/s   1.00  31200.0 92
(CH_3)_2CO + M => CH_2O + C_2H_4 + M               2.63E+15 cm3/s   0.00  31200.0
(CH_3)_2CO + M => cyc-C_2H_3O + CH_3 + M           1.33E-08 cm6/s   0.00  46300.0 93
(CH_3)_2CO + M => cyc-C_2H_3O + CH_3 + M           3.21E+11 cm3/s  -1.00  46300.0
C_2H_5 + CHO + M => (CH_3)_2CO + M                 5.96E-32 cm6/s   1.0       0.0 Est.                      
C_2H_5 + CHO + M => (CH_3)_2CO + M                 1.44E-12 cm3/s   0.0       0.0 Est.                      
(CH_3)_2CO + M => C_2H_3O + CH_3 + M               5.80E-06 cm6/s   1.00  35700.0 94
(CH_3)_2CO + M => C_2H_3O + CH_3 + M               1.40E+14 cm3/s   0.00  35700.0
CH_3CH_2O + M => CH_3CHOH + M                      3.29E-07 cm6/s   1.00  14800.0 95
CH_3CH_2O + M => CH_3CHOH + M                      1.87E+00 cm3/s  12.40   2130.0 96
CH_3CH_2O + M => C_2H_4O + H + M                   1.76E-07 cm6/s   2.42  10300.0 97
CH_3CH_2O + M => C_2H_4O + H + M                   4.24E+12 cm3/s   1.42  10300.0
CH_3CH_2O + M => CH_2O + CH_3 + M                  5.51E-05 cm6/s  -1.02  10400.0 98
CH_3CH_2O + M => CH_2O + CH_3 + M                  1.33E+15 cm3/s  -2.02  10400.0
Na + HO + M => NaOH + M                            1.90E-25 cm6/s  -2.21     41.0 99
Na + HO + M => NaOH + M                            1.00E-11 cm3/s   0.00      0.0 100
Na + H + M => NaH + M                              1.90E-25 cm6/s  -2.21     41.0 100
Na + H + M => NaH + M                              1.00E-11 cm3/s   0.00     41.0
K + HO + M => KOH + M                              1.90E-25 cm6/s  -2.21     41.0 99
K + HO + M => KOH + M                              1.00E-11 cm3/s   0.00     41.0 100
K + H + M => KH + M                                1.90E-25 cm6/s  -2.21     41.0 100
K + H + M => KH + M                                1.00E-11 cm3/s   0.00     41.0
HCl + M => Cl + H + M                              7.31E-11 cm6/s   0.00  41000.0 101
HCl + M => Cl + H + M                              1.81E+09 cm3/s  -1.00  41000.0
O(^1^D) + N_2 + M => N_2O + M                      2.80E-36 cm6/s  -0.90      0.0 21
O(^1^D) + N_2 + M => N_2O + M                      6.76E-17 cm3/s  -1.90      0.0
CH_3OH + M => CH_2^* + H_2O + M                    3.94E-04 cm6/s  -0.02  46200.0 21
CH_3OH + M => CH_2^* + H_2O + M                    9.51E+15 cm3/s  -1.02  46200.0
HN^^*^ + M => HN + M                               1.35E-10 cm6/s   0.00      0.0 102
HN^*^ + M => HN + M                                3.29E+09 cm3/s  -1.00      0.0
OH + O_2 + M => HO_3 + M                           1.70E-33 cm6/s  -3.5       0.0 820               
OH + O_2 + M => HO_3 + M                           4.10E-11 cm3/s  -4.5       0.0 Est.                      
C_2H_3 + C_2H_3 + M => C_4H_6 + M                  6.88E-31 cm6/s   1.0       0.0 Est.                      
C_2H_3 + C_2H_3 + M => C_4H_6 + M                  1.66E-11 cm3/s   0.0       0.0 704                
CH_3OH + M => H_2O + ^1CH_2 + M                    1.00E-09 cm3/s   0.0   46100.0 Est.                      
CH_3OH + M => H_2O + ^1CH_2 + M                    9.51E+15 s-1    -1.02  46100.0 760                
H_2N + HN + M => NH_2NH + M                        4.80E-30 cm6/s   1.0       0.0 Est.                      
H_2N + HN + M => NH_2NH + M                        1.16E-10 cm3/s   0.0       0.0 801              
CHO + CHO + M => (CHO)_2 + M                       2.07E-30 cm6/s   1.0       0.0 Est.                      
CHO + CHO + M => (CHO)_2 + M                       5.00E-11 cm3/s   0.0       0.0 815              
S + S + M => S_2 + M                               3.95E-33 cm6/s   0.0       0.0 729                    
S + S + M => S_2 + M                               9.09E-14 cm3/s   0.0       0.0 729                    
SO + HO + M => HOSO + M                            6.45E-29 cm6/s  -3.48    490.0 747                
SO + HO + M => HOSO + M                            8.75E-11 cm3/s   0.5       0.0 747                
SO_2 + O + M => SO_3 + M                           1.32E-31 cm6/s   0.0    1000.0 850                 
SO_2 + O + M => SO_3 + M                           5.00E-12 cm3/s   0.0       0.0 Est.                      
SO_2 + H + M => HSO_2 + M                          5.74E-31 cm6/s  -3.69   2410.0 747                
SO_2 + H + M => HSO_2 + M                          2.31E-11 cm3/s   0.62   1820.0 747                
SO_2 + H + M => HOSO + M                           9.43E-28 cm6/s  -4.36   5440.0 747                
SO_2 + H + M => HOSO + M                           9.13E-12 cm3/s   0.96   4320.0 747                
SO + O + M => SO_2 + M                             4.82E-31 cm6/s  -2.17      0.0 784                    
SO + O + M => SO_2 + M                             3.50E-11 cm3/s   0.0       0.0 Est.                      
SO_2 + HO + M => HSO_3 + M                         1.10E-30 cm6/s  -4.3       0.0 850                 
SO_2 + HO + M => HSO_3 + M                         1.60E-12 cm3/s   0.0       0.0 Est.                      
HS + NO + M => HSNO + M                            2.40E-31 cm6/s  -3.0       0.0 712            
HS + NO + M => HSNO + M                            2.71E-11 cm3/s   0.0       0.0 697              
HS + O_2 + M => HSO_2 + M                          9.18E-34 cm6/s  -1.69      0.0 746                
HS + O_2 + M => HSO_2 + M                          2.01E-10 cm3/s   0.31      0.0 746                
HS + O_2 + M => HSOO + M                           9.06E-34 cm6/s  -2.01     10.0 746                
HS + O_2 + M => HSOO + M                           3.30E-10 cm3/s  -0.26    150.0 746                
HS + H + M => H_2S + M                             1.00E-30 cm6/s  -2.0       0.0 772                  
HS + H + M => H_2S + M                             2.41E-11 cm3/s  -3.0       0.0 Est.                      
HSO + M => H + SO + M                              1.40E-08 cm3/s   0.0   29500.0 829              
HSO + M => H + SO + M                              3.38E+11 s-1    -1.0   29500.0 Est.                      
HSOO + M => HSO_2 + M                              3.18E-03 cm3/s  -5.64  27900.0 747                
HSOO + M => HSO_2 + M                              3.64E+11 s-1     1.04  25200.0 747                
HSOO + M => O + HSO + M                            4.61E-04 cm3/s  -5.87  15600.0 747                
HSOO + M => O + HSO + M                            4.53E+16 s-1    -1.07  14300.0 Est.                      
H_2S_2 + M => HS + HS + M                          3.43E-07 cm3/s   1.0   28700.0 808                 
H_2S_2 + M => HS + HS + M                          8.28E+12 s-1     0.0   28700.0 Est.                      
CS_2 + HO + M => CS_2OH + M                        8.00E-31 cm6/s   0.0       0.0 697              
CS_2 + HO + M => CS_2OH + M                        8.00E-12 cm3/s   0.0       0.0 697              
CO + S + M => OCS + M                              3.00E-33 cm6/s   0.0    1000.0 772                  
CO + S + M => OCS + M                              7.24E-14 cm3/s   0.0    1000.0 Est.                      
CH_3 + HS + M => CH_3SH + M                        6.88E-31 cm6/s   1.0       0.0 Est.                      
CH_3 + HS + M => CH_3SH + M                        1.66E-11 cm3/s   0.0       0.0 812                  
PH_3 + M => PH_2 + H + M                           3.40E-08 cm3/s   0.0   35600.0 748               
PH_3 + M => PH_2 + H + M                           1.91E+18 s-1     0.0   40100.0 714             
S_2 + S_2 + M => S_4 + M                           2.20E-29 cm6/s   0.0       0.0 789                 
S_2 + S_2 + M => S_4 + M                           1.00E-10 cm3/s   0.0       0.0 789                 
S_3 + S_3 + M => S_6 + M                           1.00E-30 cm6/s   0.0       0.0 789                 
S_3 + S_3 + M => S_6 + M                           3.00E-11 cm3/s   0.0       0.0 789                 
S_4 + S_4 + M => S_8 + M                           1.00E-30 cm6/s   0.0       0.0 789                 
S_4 + S_4 + M => S_8 + M                           3.00E-11 cm3/s   0.0       0.0 789                 
Cl + O + M => ClO + M                              5.00E-32 cm6/s   0.0       0.0 847                  
Cl + O + M => ClO + M                              1.21E-12 cm3/s  -1.0       0.0 Est.                      
Cl + CO + M => ClCO + M                            1.30E-33 cm6/s  -3.8       0.0 789                 
Cl + CO + M => ClCO + M                            3.14E-14 cm3/s  -4.8       0.0 Est.                      
Cl + Cl + M => Cl_2 + M                            1.40E-32 cm6/s   0.0       0.0 789                 
Cl + Cl + M => Cl_2 + M                            3.38E-13 cm3/s  -1.0       0.0 Est.                      
S + O + M => SO + M                                3.01E-33 cm6/s   0.0       0.0 793                 
S + O + M => SO + M                                7.27E-14 cm3/s  -1.0       0.0 Est.                      
Cl + S + M => ClS + M                              1.00E-29 cm6/s  -1.0       0.0 793                 
Cl + S + M => ClS + M                              2.41E-10 cm3/s  -2.0       0.0 Est.                      
S + S_3 + M => S_4 + M                             1.11E-30 cm6/s  -2.0       0.0 793                 
S + S_3 + M => S_4 + M                             3.00E-11 cm3/s   0.0       0.0 789                 
S_2 + S_3 + M => S_5 + M                           1.11E-30 cm6/s  -2.0       0.0 793                 
S_2 + S_3 + M => S_5 + M                           3.00E-11 cm3/s   0.0       0.0 789                 
S + S_4 + M => S_5 + M                             1.11E-30 cm6/s  -2.0       0.0 793                 
S + S_4 + M => S_5 + M                             3.00E-11 cm3/s   0.0       0.0 789                 
S_2 + S_4 + M => S_6 + M                           1.11E-30 cm6/s  -2.0       0.0 793                 
S_2 + S_4 + M => S_6 + M                           3.00E-11 cm3/s   0.0       0.0 789                 
S_3 + S_4 + M => S_7 + M                           1.11E-30 cm6/s  -2.0       0.0 793                 
S_3 + S_4 + M => S_7 + M                           3.00E-11 cm3/s   0.0       0.0 789                 
S + S_5 + M => S_6 + M                             1.11E-30 cm6/s  -2.0       0.0 793                 
S + S_5 + M => S_6 + M                             3.00E-11 cm3/s   0.0       0.0 789                 
S_2 + S_5 + M => S_7 + M                           1.11E-30 cm6/s  -2.0       0.0 793                 
S_2 + S_5 + M => S_7 + M                           3.00E-11 cm3/s   0.0       0.0 789                 
S_3 + S_5 + M => S_8 + M                           1.11E-30 cm6/s  -2.0       0.0 793                 
S_3 + S_5 + M => S_8 + M                           3.00E-11 cm3/s   0.0       0.0 789                 
S + S_6 + M => S_7 + M                             1.11E-30 cm6/s  -2.0       0.0 793                 
S + S_6 + M => S_7 + M                             3.00E-11 cm3/s   0.0       0.0 789                 
S_2 + S_6 + M => S_8 + M                           1.11E-30 cm6/s  -2.0       0.0 793                 
S_2 + S_6 + M => S_8 + M                           3.00E-11 cm3/s   0.0       0.0 789                 
S + SO + M => S_2O + M                             3.67E-31 cm6/s  -2.0       0.0 793                 
S + SO + M => S_2O + M                             8.86E-13 cm3/s  -3.0       0.0 Est.                      
ClS + ClS + M => Cl_2S_2 + M                       1.00E-30 cm6/s   0.0       0.0 790                 
ClS + ClS + M => Cl_2S_2 + M                       5.00E-11 cm3/s   0.0       0.0 790                 
ClS + ClS + M => Cl_2S_2 + M                       4.00E-31 cm6/s   0.0       0.0 789                 
ClS + ClS + M => Cl_2S_2 + M                       4.00E-12 cm3/s   0.0       0.0 789                 
Cl + SO + M => OSCl + M                            3.00E-33 cm6/s  -5.0       0.0 790 a   
Cl + SO + M => OSCl + M                            7.24E-14 cm3/s  -6.0       0.0 Est.                      
S + NO + M => SNO + M                              3.00E-32 cm6/s   0.0    -940.0 772 a   
S + NO + M => SNO + M                              7.24E-14 cm3/s   0.0       0.0 Est.                      
Cl + SO_2 + M => SNO + M                           1.30E-34 cm6/s   0.0    -940.0 789 a   
Cl + SO_2 + M => SNO + M                           7.20E-14 cm3/s  -1.0       0.0 Est.                      
OSCl + M => SO + Cl + M                            3.00E-31 cm3/s  -5.0   35600.0 789 a   
OSCl + M => SO + Cl + M                            7.24E-12 s-1    -6.0       0.0 Est.                      
ClSO_2 + M => Cl + SO_2 + M                        7.00E-16 cm3/s   0.0   10500.0 727 a   
ClSO_2 + M => Cl + SO_2 + M                        1.69E+04 s-1    -1.0   10500.0 Est.                      
ClCO + O_2 + M => ClCO_3 + M                       5.70E-32 cm6/s   0.0    -500.0 847 a   
ClCO + O_2 + M => ClCO_3 + M                       6.00E-13 cm3/s   0.0       0.0 Est.   
Ar^+^ + Ar + M => Ar_2^+ + M                       1.46E-31 cm6/s   0.00      0.0 103
Ar^^+^ + Ar + M => Ar_2^+ + M                      3.53E-12 cm3/s  -1.00      0.0
C^^+^ + H_2 + M => CH_2^+ + M                      2.10E-29 cm6/s   0.00      0.0 104
C^^+^ + H_2 + M => CH_2^+ + M                      5.07E-10 cm3/s  -1.00      0.0
CH_3^+ + H_2 + M => CH_5^+ + M                     1.10E-28 cm6/s   0.00      0.0 105
CH_3^+ + H_2 + M => CH_5^+ + M                     2.66E-09 cm3/s  -1.00      0.0
C_2H_2^+ + C_2H_2 + M => C_4H_4^+ + M              1.60E-26 cm6/s   0.00      0.0 106
C_2H_2^+ + C_2H_2 + M => C_4H_4^+ + M              3.86E-07 cm3/s  -1.00      0.0
C_2H_2^+ + H_2 + M => C_2H_4^+ + M                 1.20E-27 cm6/s   0.00      0.0 107
C_2H_2^+ + H_2 + M => C_2H_4^+ + M                 2.90E-08 cm3/s  -1.00      0.0
C_2H_3^+ + H_2 + M => C_2H_5^+ + M                 1.49E-29 cm6/s   0.00      0.0 107
C_2H_3^+ + H_2 + M => C_2H_5^+ + M                 3.60E-10 cm3/s  -1.00      0.0
C_2H_4^+ + C_2H_4 + M => C_4H_8^+ + M              6.30E-26 cm6/s   0.00      0.0 107
C_2H_4^+ + C_2H_4 + M => C_4H_8^+ + M              1.52E-06 cm3/s  -1.00      0.0
Fe^^+^ + O_2 + M => FeO_2^+ + M                    1.00E-30 cm6/s   0.00      0.0 108
Fe^^+^ + O_2 + M => FeO_2^+ + M                    2.42E-11 cm3/s  -1.00      0.0
H^^+^ + H_2 + M => H_3^+ + M                       3.05E-29 cm6/s   0.00      0.0 109
H^^+^ + H_2 + M => H_3^+ + M                       7.37E-10 cm3/s  -1.00      0.0
H_3^+ + Ar + M => ArH_3^+ + M                      1.00E-31 cm6/s   0.00      0.0 110
H_3^+ + Ar + M => ArH_3^+ + M                      2.42E-12 cm3/s  -1.00      0.0
H_3^+ + O_2 + M => H_3O_2^+ + M                    3.00E-29 cm6/s   0.00      0.0 111
H_3^+ + O_2 + M => H_3O_2^+ + M                    7.25E-10 cm3/s  -1.00      0.0
He^^+^ + He + M => He_2^+ + M                      1.06E-31 cm6/s  -1.00      0.0 112
He^^+^ + He + M => He_2^+ + M                      2.56E-12 cm3/s  -2.00      0.0
Mg^^+^ + O_2 + M => MgO_2^+ + M                    2.50E-30 cm6/s   0.00      0.0 108
Mg^^+^ + O_2 + M => MgO_2^+ + M                    6.04E-11 cm3/s  -1.00      0.0
N^^+^ + N_2 + M => N_3^+ + M                       2.00E-28 cm6/s   0.00      0.0 113
N^^+^ + N_2 + M => N_3^+ + M                       4.83E-09 cm3/s  -1.00      0.0
NO_2^+ + H_2O + M => H_2NO_3^+ + M                 5.00E-28 cm6/s   0.00      0.0 114
NO_2^+ + H_2O + M => H_2NO_3^+ + M                 1.21E-08 cm3/s  -1.00      0.0
O_2^+ + CO_2 + M => CO_4^+ + M                     4.60E-30 cm6/s   0.00      0.0 115
O_2^+ + CO_2 + M => CO_4^+ + M                     1.11E-10 cm3/s  -1.00      0.0
C + M => C^^+^ + e^-^ + M                          1.15E-09 cm6/s   0.50    0.0 * 116
C + M => C^+^ + e^-^ + M                           2.77E+10 cm3/s  -0.50    0.0 *
H + M => H^+^ + e^-^ + M                           5.31E-12 cm6/s   0.50    0.0 * 116
H + M => H^+^ + e^-^ + M                           1.28E+08 cm3/s  -0.50    0.0 *
N + M => N^+^ + e^-^ + M                           1.83E-09 cm6/s   0.50    0.0 * 116
N + M => N^+^ + e^-^ + M                           4.41E+10 cm3/s  -0.50    0.0 *
O + M => O^+^ + e^-^ + M                           2.72E-09 cm6/s   0.50    0.0 * 116
O + M => O^+^ + e^-^ + M                           6.57E+10 cm3/s  -0.50    0.0 *
Ar + M => Ar^+^ + e^-^ + M                         3.10E-08 cm6/s   0.50    0.0 * 116
Ar + M => Ar^+^ + e^-^ + M                         7.48E+11 cm3/s  -0.50    0.0 *
C_2 + M => C_2^+ + ^e^-^ + M                       9.18E-09 cm6/s   0.50    0.0 * 116
C_2 + M => C_2^+ + ^e^-^ + M                       2.22E+11 cm3/s  -0.50    0.0 *
CH + M => CH^+^ + e^-^ + M                         1.83E-09 cm6/s   0.50    0.0 * 116
CH + M => CH^+^ + e^-^ + M                         4.41E+10 cm3/s  -0.50    0.0 *
CN + M => CN^+^ + e^-^ + M                         1.17E-08 cm6/s   0.50    0.0 * 116
CN + M => CN^+^ + e^-^ + M                         2.81E+11 cm3/s  -0.50    0.0 *
CO + M => CO^+^ + e^-^ + M                         1.45E-08 cm6/s   0.50    0.0 * 116
CO + M => CO^+^ + e^-^ + M                         3.53E+11 cm3/s  -0.50    0.0 *
Fe + M => Fe^+^ + e^-^ + M                         9.33E-08 cm6/s   0.50    0.0 * 116
Fe + M => Fe^+^ + e^-^ + M                         2.25E+12 cm3/s  -0.50    0.0 *
H_2 + M => H_2^+ + ^e^-^ + M                       4.25E-11 cm6/s   0.50    0.0 * 116
H_2 + M => H_2^+ + ^e^-^ + M                       1.03E+09 cm3/s  -0.50    0.0 *
HN + M => HN^+^ + e^-^ + M                         2.72E-09 cm6/s   0.50    0.0 * 116
HN + M => HN^+^ + e^-^ + M                         6.57E+10 cm3/s  -0.50    0.0 *
HO + M => HO^+^ + e^-^ + M                         3.87E-09 cm6/s   0.50    0.0 * 116
HO + M => HO^+^ + e^-^ + M                         9.35E+10 cm3/s  -0.50    0.0 *
He + M => He^+^ + e^-^ + M                         4.25E-11 cm6/s   0.50    0.0 * 116
He + M => He^+^ + e^-^ + M                         1.03E+09 cm3/s  -0.50    0.0 *
Mg + M => Mg^+^ + e^-^ + M                         9.18E-09 cm6/s   0.50    0.0 * 116
Mg + M => Mg^+^ + e^-^ + M                         2.22E+11 cm3/s  -0.50    0.0 *
N_2 + M => N_2^+ + ^e^-^ + M                       1.45E-08 cm6/s   0.50    0.0 * 116
N_2 + M => N_2^+ + ^e^-^ + M                       3.53E+11 cm3/s  -0.50    0.0 *
NO + M => NO^+^ + e^-^ + M                         1.80E-08 cm6/s   0.50    0.0 * 116
NO + M => NO^+^ + e^-^ + M                         4.32E+11 cm3/s  -0.50    0.0 *
O_2 + M => O_2^+ + ^e^-^ + M                       2.18E-08 cm6/s   0.50    0.0 * 116
O_2 + M => O_2^+ + ^e^-^ + M                       5.26E+11 cm3/s  -0.50    0.0 *
Si + M => Si^+^ + e^-^ + M                         1.45E-08 cm6/s   0.50    0.0 * 116
Si + M => Si^+^ + e^-^ + M                         3.53E+11 cm3/s  -0.50    0.0 *
Ti + M => Ti^+^ + e^-^ + M                         5.65E-08 cm6/s   0.50    0.0 * 116
Ti + M => Ti^+^ + e^-^ + M                         1.37E+12 cm3/s  -0.50    0.0 *
C_2H + M => C_2H^+^ + e^-^ + M                     1.17E-08 cm6/s   0.50    0.0 * 116
C_2H + M => C_2H^+^ + e^-^ + M                     2.81E+11 cm3/s  -0.50    0.0 *
C_2N + M => C_2N^+^ + e^-^ + M                     3.64E-08 cm6/s   0.50    0.0 * 116
C_2N + M => C_2N^+^ + e^-^ + M                     8.80E+11 cm3/s  -0.50    0.0 *
C_2O + M => C_2O^+^ + e^-^ + M                     4.25E-08 cm6/s   0.50    0.0 * 116
C_2O + M => C_2O^+^ + e^-^ + M                     1.03E+12 cm3/s  -0.50    0.0 *
CH_2 + M => CH_2^+ + ^e^-^ + M                     2.72E-09 cm6/s   0.50    0.0 * 116
CH_2 + M => CH_2^+ + ^e^-^ + M                     6.57E+10 cm3/s  -0.50    0.0 *
CH_3 + M => CH_3^+ + ^e^-^ + M                     3.87E-09 cm6/s   0.50    0.0 * 116
CH_3 + M => CH_3^+ + ^e^-^ + M                     9.35E+10 cm3/s  -0.50    0.0 *
CH_4 + M => CH_4^+ + ^e^-^ + M                     5.31E-09 cm6/s   0.50    0.0 * 116
CH_4 + M => CH_4^+ + ^e^-^ + M                     1.28E+11 cm3/s  -0.50    0.0 *
HCN + M => CHN^+^ + e^-^ + M                       1.45E-08 cm6/s   0.50    0.0 * 116
HCN + M => CHN^+^ + e^-^ + M                       3.53E+11 cm3/s  -0.50    0.0 *
CHO + M => CHO^+^ + e^-^ + M                       1.80E-08 cm6/s   0.50    0.0 * 116
