!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!                                                                                                                                                                                                                    !
! General information                                                                                                                                                                                                !
!                                                                                                                                                                                                                    !
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!
!
! Reaction network for use in high-temperature high-pressure environments such as planet atmospheres and AGB atmospheres.
! Construction of network by M. Agundez after careful examination of chemical kinetics literature.
! Network has been checked against published evaluations, compilations, and networks (see reference codes at the end of file):
!
! * Chemical kinetics:           NIST
! * Earth atmosphere:            1997DEM, 1997ATK, 2004ATK, 2006ATK, 2020BUR
! * Combustion:                  1984HAN, 1986TSA, 1987TSA, 1988TSA,1990TSAa,1991TSAa,1991TSAb,1992TSAa, 1992BAU, 1994BAU,GRI-Mech, 2000DEA,2001KONa, 2005BAU, 2013ZHO, 2017SON
! * Exoplanet atmospheres:       2002MOS, 2012VEN, 2016MOS, 2016ZAH, 2021HOB, 2021TSA, 2022JAZ, 2024KIE
! * Interstellar/circumstellar : 2004SMI, 2006AGU, 2017VID, 2017LOI, 2024MIL
!
! In general, for pressure-dependent reactions we give preference to the three-body reaction over the thermal decomposition. The reason is that thermal decompositions are measured at high temperatures
! and dissociation energies are large, meaning that when extrapolating to room temperature, the rate coefficient of the reverse three-body reaction may be wrong by many orders of magnitude.
! As an example, for the reaction CN + M -> C + N + M, using k0(CN+M->C+N+M)=4.15e-10*exp(-71000/T) [4060-6060 K] yields correct values for k0(C+N+M->CN+M) in the range 4060-6060 K but too high values at 298 K.
!
! Each line contains the chemical reaction and the relevant chemical kinetics information in different blocks separated by the ":" character.
!
!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!                                                                                                                                                                                                                    !
! Bimolecular reactions                                                                                                                                                                                              !
!                                                                                                                                                                                                                    !
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!
!
! + Rate coefficient:             alpha, beta, gamma
! + Temperature validity range:   Tmin, Tmax
! + Error:                        E
! + Data source:                  Reference
!
! * The rate coefficient (in cgs units) is computed as (where T is the kinetic temperature in degrees Kelvin):
!
!         k = alpha * (T/300)^beta * exp(-gamma/T).
!
! * Tmin and Tmax give the temperature range of validity of the rate coefficient. It can be extrapolated adopting some safety rules to avoid unreasonably high values (see below).
! * E is the estimated error in the rate coefficient, which is as follows:
!
!         A : better than a factor of 2
!         B : between a factor of 2 and 10
!         C : worse than a factor of 10
!
! Reference gives the source for the chemical kinetics information. References are coded as in NIST (see end of file).
!
!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!                                                                                                                                                                                                                    !
! Pressure-dependent reactions                                                                                                                                                                                       !
!                                                                                                                                                                                                                    !
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!
!
! + Low-pressure rate coefficient and temperature validity range:    alpha_0,   beta_0,   gamma_0,   Tmin_0,   Tmax_0
! + High-pressure rate coefficient and temperature validity range:   alpha_inf, beta_inf, gamma_inf, Tmin_inf, Tmax_inf
! + Fc and temperature validity range:                               A, B, Tmin_fc, Tmax_fc
! + Collider:                                                        M
! + Error:                                                           E
! + Data source:                                                     Reference
!
! * The rate coefficient (in cgs units) is computed as (where T is the kinetic temperature in degrees Kelvin):
!
!         k0   = alpha_0   * (T/300)^beta_0   * exp(-gamma_0/T)      Low-pressure limit.
!         kinf = alpha_inf * (T/300)^beta_inf * exp(-gamma_inf/T)    High-pressure limit.
!         Fc   = A + B * T                                           We use a simple linear dependence of Fc with T as in 1992TSAa (author quotes that error is no more than a factor of 1.2)
!                                                                    Do not extrapolate Fc outside valid temperature range. That is, use Fc(Tmin) for T<Tmin and Fc(Tmax) for T>Tmax.
!
!         k = [k0 * [M] * kinf] / [k0 * [M] + kinf] * F, 
!         or
!         k = kinf * [Pr / (1 + Pr)] * F                             where Pr = k0 * [M] / kinf
!
!    To evaluate F, we use the Troe formalism (where log stands for decimal logarithm):
!
!         log(F) = [log(Fc)] / [ 1 + ([log(Pr) + c] / [N - d * {log(Pr) + c}])^2]
!         c = -0.4 - 0.67 * log(Fc)
!         N = 0.75 - 1.27 * log(Fc)
!         d = 0.14
!
!    Note that sometimes a different expression of Fc is used in the literature. For example, 2005BAU uses a simpler expression:
!         log(F) = [log(Fc)] / [ 1 + (log(Pr) / N)^2]                which is consistent with the Troe one within 10 per cent.
!
!    If Fc is not available, the Lindemann-Hinshelwood formalism could be used (F = 1). However, we recommendd to adopt
!
!         Fc = 0.5, which is the average Fc value after examination of around 50 reactions.
!         
!    This value is also in line with theoretical expectations, where Fc values are predicted as a function of r (total number of rotational degrees of freedom of A+B in reaction A+B+M->AB+M):
!         r  =    3     4     5     6
!         Fc = 0.49  0.44  0.39  0.35   ! 2006ATK
!         Fc = 0.57  0.51  0.46  0.42   ! Eq (27) of Cobos & Troe (2003), although note that this is F^SC_cent, which is not exactly Fc
!
!
!    If only k0 (or kinf) is available, the missing rate coefficient kinf (or k0) can be crudely estimated using the expression:
!
!         k0/kinf = 10^(-20.8 + 1.6 * N_C) cm3 * (T/300)^(-2)        where N_C is the number of carbon atoms involved in the reaction (dependence with N_C inspired in 2012VUI)
!                                                                    Expression estimated using around 80 termolecular reactions with accurately known expressions for k0 and kinf (errors A or B)
!
!    If collider M is known, enhanced efficiencies are taken into account as follows (where these values are obtained from inspection of around a dozen of reactions and from GRI-Mech):
!
!         N2      1.00
!         Ar      0.70
!         He      0.70
!         H2      2.00
!         CO2     2.00
!         CO      1.50
!         CH4     2.00
!         H2O     6.00
!
!    For simplicity, for any other collider the efficiency can be set arbitrarily to 1.00.
!    If collider M is not known, for simplicity no selective collider efficiencies are adopted (that is, efficiencies are 1.00 for any collider).
!
!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!                                                                                                                                                                                                                    !
! Safety rules                                                                                                                                                                                                       !
!                                                                                                                                                                                                                    !
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!
!
!    Upper limits for rate coefficients to prevent from unreasonably high values when extrapolating outside valid temperature range or when computing rate coefficients for reverse reactions:
!
!         unimolecular:   no upper limit                    maximum value is for reaction OH + CH3 + (M) = H + CH3O + (M), where kinf(3000 K) = 7.8e18 s-1 according to 2007JASc, for the rest of reactions k does not exceed 1e15 s-1
!         bimolecular:    2e-9 cm3 s-1                      maximum reported value for a bimolecular rate coefficient is 1.9e-9 cm3 s-1, for C + C5H6 (1993HAIb)
!         termolecular:   10^(-29.5 + 2.15 * N_C) cm6 s-1   where N_C is the number of carbon atoms involved in the reaction, expression (inspired in 2012VUI) obtained after examination of the maximum rate coefficient over valid temperature range for around 160 reactions
!
!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!                                                                                                                                                                                                                    !
! Chemical network                                                                                                                                                                                                   !
!                                                                                                                                                                                                                    !
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!
!
!                                                       alpha      beta      gamma     Tmin     Tmax   E  Reference
!------------------------------------------------- ................................ ----------------- ... ---------
!
! Bimolecular reactions
!
 PH + PH3 = PH2 + PH2                             :  5.25E-13     0.000     2760.0 :   1500     3000 : C : 1995TWA, adopted by 2024LEE
 PH2 + H = PH + H2                                :  5.70E-12     1.802       47.3 :    200     3000 : B : 2024LEE, agrees within a factor 4 with 1983KAY, BEBO estimation [6.20E-11/0.000/318.0, 80-110 K]
 PH2 + O = PH + OH                                :  2.00E-11     0.000        0.0 :     10      300 : C : 2004SMI, 1995TWA estimate an activation barrier of 1860 K
 PH2 + OH = PH + H2O                              :  5.25E-13     0.000     1125.0 :   1500     3000 : C : 1995TWA, estimation, adopted by 2024LEE
 PH2 + HO2 = PH3 + O2                             :  5.25E-13     0.000     2640.0 :   1500     3000 : C : 1995TWA, estimation, adopted by 2024LEE
 PH2 + NO = PN + H2O                              :  5.47E-14     0.000        0.0 :    298      298 : B : 2000NGU
 PH3 + H = PH2 + H2                               :  4.85E-12     2.358       45.1 :    200     3000 : A : 2024LEE, agrees within a factor of 2 with 1997ARTb [7.21E-11/0.000/887.0, 200-500 K]
 PH3 + C = P + CH3                                :  3.60E-12     0.700      -50.0 :     50     1200 : B : 2012REY, fit to values in Table 5, branching ratio 0.05
 PH3 + C = PH + CH2                               :  3.60E-12     0.700      -50.0 :     50     1200 : B : 2012REY, fit to values in Table 5, branching ratio 0.05
 PH3 + C = PH2 + CH                               :  3.60E-12     0.700      -50.0 :     50     1200 : B : 2012REY, fit to values in Table 5, branching ratio 0.05
 PH3 + C2H = PH2 + C2H2                           :  1.00E-11     0.000        0.0 :    200     1000 : B : barrierless according to 2020BOW, pre-exponential factor based on H abstraction by C2H from H2 and CH4
 PH3 + O = PH2 + OH                               :  1.40E-12     2.290      920.0 :    200     2000 : B : 2005WANb, fit to CVT/SCT values in Table 4, similar to expression in 1995TWA adopted by 2024LEE; rate measured by 1989NAV corresponds to channel H2PO + H
 PH3 + OH = PH2 + H2O                             :  2.70E-11     0.000      155.0 :    249      438 : B : NIST 1982FRI
 PH3 + NH2 = PH2 + NH3                            :  1.52E-12     0.000      928.0 :    218      456 : A : 1983BOS
 P2 + O = P + PO                                  :  5.25E-11     0.000     2290.0 :   1500     3000 : C : 1995TWA, estimation, adopted by 2024LEE
 CP + H2 = HCP + H                                :  5.00E-13     2.600      960.0 :    200     3500 : C : [CN + H2 = HCN + H]
 CP + O = P + CO                                  :  4.00E-11     0.000        0.0 :     10      300 : C : 2004SMI
 CP + N = PN + C                                  :  9.86E-12     0.634        0.0 :    250     2000 : B : 2025SIL, total k in line with 2007AGU guess [3e-10, 300-3000 K]
 CP + N = P + CN                                  :  1.74E-10     0.172        0.0 :    250     2000 : B : 2025SIL, total k in line with 2007AGU guess [3e-10, 300-3000 K]
 HCP + O = PH + CO                                :  3.60E-13     2.100     3080.0 :     10      300 : C : 2004SMI
 PO + C = P + CO                                  :  5.00E-11     0.000        0.0 :   1000     5000 : C : 2022DOU, unknown origin
 PO + OH = PO2 + H                                :  1.20E-10     0.000        0.0 :   1000     5000 : B : 2022DOU, collision capture rate
 PO + O2 = PO2 + O                                :  1.90E-11    -0.380      100.0 :    120      500 : A : 2020DOU, fit to complex expression
 PO + HO2 = PO2 + OH                              :  3.50E-12     0.000     -250.0 :    300     2000 : C : 2005JAY, estimation, adopted in 2024LEE
 PO + N = P + NO                                  :  2.55E-12     0.000        0.0 :     10     4000 : B : 1987MIL, in line with calculations by 2021SOU; 2022DOU calculate an Ae of 12869 K, which corresponds to the direct pathway but there is another barrierless spin-forbidden pathway (2021SOU)
 PO + N = PN + O                                  :  9.80E-11     0.000     -175.0 :   1000     5000 : B : 2022DOU, MESMER calculation, similar to estimation in 2004SMI
 PO + NH = PN + OH                                :  1.00E-10     0.000        0.0 :   1000     5000 : B : 2022DOU, collision capture rate
 PO + Si = P + SiO                                :  2.10E-10     0.100        0.0 :   1000     5000 : B : 2022DOU, MESMER calculation
 PN + C = P + CN                                  :  1.29E-10     0.025      -10.0 :    250     2000 : B : 2025SIL, agrees with 2022DOU collision capture rate [1.1e-10, 1000-5000 K]; note that assumption by 2007AGU of reverse being fast is wrong because endothermicity by 133 kJ/mol
 PN + CH = P + HCN                                :  1.00E-10     0.000        0.0 :   1000     5000 : B : 2022DOU, collision capture rate (P = P(2D))
 PN + N = P + N2                                  :  1.09E-11     1.020     7919.0 :    900     4500 : B : 2023GOMb, see correction in 2024GOMb
!
 Ti + O2 = TiO + O                                :  1.69E-10     0.000     1395.0 :    300      600 : A : 1993CAM
 Ti + CO2 = TiO + CO                              :  7.00E-11     0.000     1790.0 :    300      600 : A : 1993CAM, assumed main channel as in 2019BOUb
 Ti + NO = TiO + N                                :  3.28E-11     0.000      435.0 :    300      600 : A : 1993CAM
 Ti + NO2 = TiO + NO                              :  9.00E-11     0.000        0.0 :    300      600 : A : 1993CAM, main channel 1998STI
 Ti + N2O = TiO + N2                              :  1.74E-10     0.000     1720.0 :    300      600 : A : 1993CAM
 Ti + SO2 = TiO + SO                              :  1.70E-10     0.000      320.0 :    300      600 : A : 1993CAM, assumed main channel as in 2019BOUb
 TiO + OH = TiO2 + H                              :  2.20E-11    -0.390        0.0 :    200     1600 : B : 2013PLA
 TiO + O2 = TiO2 + O                              :  7.10E-12     0.000        0.0 :    300      300 : A : 2008HIG, mean of values at 3 pressures, assumed main channel as in 2019BOUb
!TiO + NO = TiO2 + N                              :  2.20E-12     0.000        0.0 :    300      300 : A : 1989RIT, assumed products but reaction is endothermic by 26.5 kJ/mol, uncertain whether the problem is in the measured rate coefficient or in the thermochemical data of TiO/TiO2 (NASA)
!
! Dummy reaction involving chemically inert He, Ar
!
 He = He                                          :  0.00E+00     0.000        0.0 :     50     5000 : A : dummy
 Ar = Ar                                          :  0.00E+00     0.000        0.0 :     50     5000 : A : dummy
!
!
!                                                  ------ Low pressure limit -----  ----- High pressure limit -----         Fc=A+B*T                ------ k0 ------  ----- kinf -----  ------ Fc ------
!
!                                                     alpha_0    beta_0    gamma_0   alpha_inf  beta_inf  gamma_inf       A            B        M     Tmin     Tmax    Tmin     Tmax     Tmin     Tmax     E  Reference
!------------------------------------------------- ................................................................. --------------------- ........ ----------------------------------------------------- ... ---------
!
! Three-body recombination reactions
!
 H + H + M = H2 + M                               :  9.10E-33    -0.600        0.0 :  1.11E-08    -1.000        0.0 :         :           :     H2 :    200     5000 :   3800     5300 :                 : A : LOW: 2005BAU; HIGH: NIST 1965JAC
 H + CH + M = CH2 + M                             :                                :  5.30E-10     0.000        0.0 :         :           :        :                 :     50      400 :                 : C : HIGH: 2019PEA
 H + CH + M = CH2_1 + M                           :                                :  1.50E-10     0.000        0.0 :         :           :        :                 :     50      400 :                 : C : HIGH: 2019PEA
 H + CH2 + M = CH3 + M                            :  3.10E-30     0.000     -457.0 :  2.20E-10     0.320        0.0 :         :           :        :     50      200 :    185      800 :                 : C : LOW: 2015LOIb, from 1996GLAb estimation; HIGH: 1997FULb, within a factor 10 of k from reverse [1994SU, 1.90E+16/0.090/55190.0, 1000-4000 K]
 H + CH2_1 + M = CH3 + M                          :                                :  8.40E-11     0.000        0.0 :         :           :        :                 :     50      400 :                 : C : HIGH: 2019PEA
 H + CH3 + M = CH4 + M                            :  5.90E-29    -1.800        0.0 :  3.50E-10     0.000        0.0 :   0.611 : -1.40E-04 :     Ar :    300     1000 :    300     2000 :    300     2000 : A : 2005BAU
 H + C2H + M = C2H2 + M                           :  2.60E-26    -3.100      721.0 :  2.30E-10     0.320        0.0 :         :           :     N2 :    300     2500 :    200     2000 :                 : B : LOW: 1986TSA (p 1218); HIGH: 2005HARa
 H + C2H2 + M = C2H3 + M                          :  4.20E-29    -3.380      426.0 :  1.10E-11     1.640     1055.0 :   0.440 :           :     N2 :    200     2000 :    200     2000 :    193      400 : A : 2005BAU; odd Fc recommendation, Fc (M=He) from CEC 1992, 1994 (2005BAU p 979)
 H + C2H3 + M = C2H4 + M                          :  2.60E-27    -4.800        0.0 :  2.00E-10     0.200        0.0 :   0.500 :           :     He :    300     3200 :    200     2000 :                 : A : LOW: fit to k0 (3.5e-27, 2005BAU, 300 K) and k0 from reverse [2005BAU, 4.3e-7*exp(-48600/T), 1500-3200 K]; HIGH: 2005HARa
 H + C2H4 + M = C2H5 + M                          :  1.30E-29     0.000      380.0 :  9.80E-12     1.280      650.0 :   0.692 : -4.40E-04 :     N2 :    300      800 :    200     1100 :    300      800 : A : 2005BAU; kinf agrees with 2006CUR and slightly below 2005MIC
 H + C2H5 + M = C2H6 + M                          :  2.00E-28    -1.500        0.0 :  2.25E-10     0.160        0.0 :         :           :     N2 :     50      200 :    200     2000 :                 : B : LOW: 2016DOB, agrees with reverse from 1988STE; HIGH: 2005HARa
!C2H6 + M = H + C2H5 + M                          :  1.35E+03    -6.839    53938.0 :  8.05E+17    -1.228    51439.0 :         :           :     Ar :    300     2500 :    300     2500 :                 : B : 1988STE
 H + C3 + M = C3H + M                             :  5.00E-29    -1.800        0.0 :  3.00E-11     0.000        0.0 :         :           :     N2 :     50      200 :     50      200 :                 : B : 2013HEB, calculation
 H + C3H + M = C3H2 + M                           :  1.00E-28    -1.800        0.0 :  2.00E-10     0.000        0.0 :         :           :     N2 :     50      200 :     50      200 :                 : B : 2013HEB, calculation
 H + C3H2 + M = C3H3 + M                          :  8.10E-26    -1.800        0.0 :  4.40E-10     0.220      -43.7 :         :           :     N2 :     50      200 :    200     2000 :                 : B : LOW: 2013HEB, calculation, 2016MOS estimation is 100 times smaller; HIGH: 2007HAR (C3H2 = HCCCH), in line with 2015KLI
 H + C3H3 + M = CH3CCH + M                        :  3.20E-25    -1.800        0.0 :  1.90E-10     0.102      -15.7 :         :           :     N2 :     50      200 :    200     2000 :                 : B : LOW: 2013HEB, calculation, 2016MOS estimation is 2-4 orders of magnitude smaller; HIGH: 2007HAR
 H + C3H3 + M = CH2CCH2 + M                       :  8.00E-26    -1.800        0.0 :  1.10E-10     0.206      -87.1 :         :           :     N2 :     50      200 :    200     2000 :                 : B : LOW: 2013HEB, calculation, 2016MOS estimation is 2-4 orders of magnitude smaller; HIGH: 2007HAR
 H + CH3CCH + M = C3H5 + M                        :  1.20E-25    -2.480      191.0 :  3.30E-11     0.000     1200.0 :         :           :     N2 :     50      300 :    300      500 :                 : B : LOW: 2012VUI (generic C3H4); HIGH: 1984WAR
 H + CH2CCH2 + M = C3H5 + M                       :  1.20E-25    -2.480      191.0 :  1.00E-11     0.690     1513.0 :         :           :     N2 :     50      300 :    350     1200 :                 : B : LOW: 2012VUI (generic C3H4); HIGH: 1992TSAb
 H + C3H5 + M = C3H6 + M                          :  2.20E-23    -1.800        0.0 :  2.60E-10     0.176      -63.0 :         :           :     N2 :     50      200 :    200     2000 :                 : B : LOW: 2013HEB, 2016MOS estimation is 5 orders of magnitude smaller; HIGH: 2007HAR
 H + C3H6 + M = C3H7 + M                          :  1.00E-28    -2.000        0.0 :  1.30E-11     0.510      620.0 :         :           :        :    300     3000 :    298     2000 :                 : B : LOW: estimation, within a factor 2 of k from reverse [2005BAU (C3H7 = i-C3H7), He, 3.56e-7*exp(-14200/T), 750-830 K]; estimates by 2016MOS and 2016DOB yield too high k0 for reverse at high temperature; HIGH: 2006CUR (C3H7 = i-C3H7), within a factor 5 of k from reverse, [2005BAU (C3H7 = i-C3H7), 2.00E+12/1.760/17870.0, 170-1000 K]
 H + C3H7 + M = C3H8 + M                          :  6.11E-28    -2.000     1040.0 :  9.70E-11     0.220        0.0 :         :           :     N2 :     50      200 :    200     2000 :                 : B : LOW: 2013HEB, calculation, in line with GRI-Mech RRKM calculation above 200 K; HIGH: 2005HARa (C3H7 = i-C3H7)
 H + C4 + M = C4H + M                             :  1.10E-24    -5.500        0.0 :  1.05E-11     0.000        0.0 :         :           :        :   1600     3500 :   2100     2300 :                 : C : LOW: 1992KIE; HIGH: fit to k from reverse [1980FRA, 1.35E+14/0.000/58700.0, 2100-2300 K]
 H + C4H + M = C4H2 + M                           :  2.60E-26    -3.100      721.0 :  2.30E-10     0.320        0.0 :         :           :     N2 :    300     2500 :    200     2000 :                 : C : [H + C2H + M = C2H2 + M] as in 2016MOS; k0 from reverse [1979TAN, 5.8e-7*exp(-40300/T), 1700-3400 K, Ar] is much higher, probably Ae is higher than 40300 K; kinf from reverse [1980FRA, 2.20E+14/0.000/58700.0, 1850-2300 K] is within a factor 2
 H + C4H2 + M = C4H3 + M                          :  5.60E-23    -8.095     1261.0 :  5.30E-11     1.158      882.0 :  0.0718 :  2.44E-05 :     N2 :    250     2500 :    250     2500 :    250     2500 : A : 2005KLI (i-C4H3), erratum for k0 in NIST
 H + C4H3 + M = C4H4 + M                          :  5.40E-23    -3.970      177.0 :  1.33E-10     0.010      -14.2 :   0.450 :           :     N2 :     50      300 :     50      300 :     50      300 : A : 2012VUI, kinf extrapolated at 2000 K agrees with 2017ZAD, 2007HAR; k0 in 2016DOB is probably mistyped 1.0e-25 instead of 1e-23  
 H + C4H4 + M = C4H5 + M                          :  5.60E-28    -3.000      300.0 :  9.35E-12     0.000      309.0 :         :           :        :    300     3000 :    300     3000 :                 : C : 2016MOS, estimation; kinf from reverse [2018HUA, fit to sum of 2 duplicated expressions (C4H5 = i-C4H5, CH2CHCCH2), 4.30E+19/-5.660/28650.0, 800-2500 K] is within a factor 5; dissociation k0 and kinf from 1995PAU result in too high rates for association
 H + C4H5 + M = C4H6 + M                          :  1.00E-26    -4.000      300.0 :  4.10E-11     0.359     -103.0 :         :           :        :     50      200 :    200     2000 :                 : C : LOW: 2016DOB, estimation, in line with 2016MOS estimation; HIGH: 2007HAR (C4H5 = i-C4H5, CH2CHCCH2; C4H6 = 1,3-C4H6)
 H + C4H6 + M = C4H7 + M                          :  1.40E-24    -2.480      191.0 :  2.10E-11     1.540      850.0 :         :           :     N2 :     50      200 :    298     2000 :                 : C : LOW: 2016DOB, estimation; HIGH: 2017LIa, within a factor 5 of k from reverse [2017LIa, 1.15E+13/1.950/23890.0, 298-2000 K], within a factor 10 of k from reverse [2017HUAb, 2.10E+16/-2.580/25845.0, 300-2500 K]
 H + C4H7 + M = C4H8 + M                          :  1.00E-26     0.000        0.0 :  1.00E-10     0.000        0.0 :         :           :     N2 :     50      200 :     50      200 :                 : C : 2016DOB, estimation
 H + C4H8 + M = C4H9 + M                          :  1.40E-25    -2.480      191.0 :  3.20E-11     0.510      620.0 :         :           :     N2 :     50      200 :    298     2000 :                 : C : LOW: 2016DOB, estimation, 2016MOS estimation is 20 times smaller; HIGH: 2006CUR (C4H8 = i-C4H8, C4H9 = t-C4H9)
 H + C4H9 + M = C4H10 + M                         :  1.00E-25     0.000        0.0 :  4.30E-11     0.280        0.0 :         :           :     N2 :     50      200 :    200     2000 :                 : C : LOW: 2016DOB, estimation, 2016MOS estimation is 1-3 orders of magnitude smaller; HIGH: 2005HARa (C4H9 = t-C4H9, C4H10 = i-C4H10)
 H + C5H3 + M = C5H4 + M                          :                                :  2.10E-10     0.268     -108.0 :         :           :        :                 :    200     2000 :                 : C : HIGH: 2007HAR (C5H3 = CHCCHCCH, C5H4 = two isomers)
 H + C5H5 + M = C5H6 + M                          :                                :  4.30E-10     0.000        0.0 :         :           :        :                 :   1150     1500 :                 : C : HIGH: 2001ROY, calculations for reverse by 2004TOK agree for kinf but k0 expression given is odd 
 H + C6H2 + M = C6H3 + M                          :  1.00E-29     0.000      360.0 :  5.30E-11     1.158      882.0 :         :           :        :    300     3000 :    250     2500 :                 : C : LOW: 2016MOS, estimation; HIGH: [H + C4H2 + M = C4H3 + M] as in 2016MOS, k from reverse [2007XUa, 2.30E+10/0.000/18140.0, 1600-2400 K] is 1000 times lower
 H + C6H3 + M = C6H4 + M                          :  5.60E-27    -3.000      300.0 :  1.33E-10     0.010      -14.2 :         :           :        :    300     3000 :     50      300 :                 : C : LOW: 2016MOS, estimation, k from reverse [2015LYN, Ar, unclear order, I consider 2nd order but NIST considers 1st order, 2.50E-07/-1.000/30200.0, 2100-2900 K] is in line but 10-100 times lower; HIGH: [H + C4H3 + M = C4H4 + M] as in 2016MOS
 H + C6H4 + M = C6H5 + M                          :  5.60E-27    -3.000      300.0 :  9.35E-12     0.000      309.0 :         :           :        :    300     3000 :    300     3000 :                 : C : 2016MOS, estimation; kinf 10-100 times lower than from reverse [1997MAD, 6.00E+22/-7.720/46400.0, 700-2500 K]
 H + C6H5 + M = C6H6 + M                          :  5.00E-18    -2.540      122.0 :  1.60E-10     0.150        0.0 :         :           :     N2 :     50      300 :    200     2000 :                 : B : LOW: 2012VUI; HIGH: 2005HARa
 C + C + M = C2 + M                               :  5.40E-31    -1.600        0.0 :  2.20E-11     0.000        0.0 :         :           :     Ar :   5000     6000 :    298      298 :                 : B : LOW: 1976SLA, agree with 1969FAI (8000 K) and reverse (NIST 1997KRU); HIGH: NIST 1968MAR
 C + H2 + M = CH2 + M                             :  6.90E-32     0.000        0.0 :  2.10E-11     0.000       57.0 :         :           :     He :    300      300 :    300     2000 :                 : B : LOW: NIST 1975HUS; HIGH: NIST 1993HAR
 CH + H2 + M = CH3 + M                            :  5.10E-30    -1.600        0.0 :  2.00E-10     0.150        0.0 :   0.616 : -1.50E-04 :     Ar :    200     1000 :    200     1000 :    200     1000 : A : 2005BAU
