!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!                                                                                                                                                                                                                    !
! General information                                                                                                                                                                                                !
!                                                                                                                                                                                                                    !
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!
!
! Reaction network for use in high-temperature high-pressure environments such as planet atmospheres and AGB atmospheres.
! Construction of network by M. Agundez after careful examination of chemical kinetics literature.
! Network has been checked against published evaluations, compilations, and networks (see reference codes at the end of file):
!
! * Chemical kinetics:           NIST
! * Earth atmosphere:            1997DEM, 1997ATK, 2004ATK, 2006ATK, 2020BUR
! * Combustion:                  1984HAN, 1986TSA, 1987TSA, 1988TSA,1990TSAa,1991TSAa,1991TSAb,1992TSAa, 1992BAU, 1994BAU,GRI-Mech, 2000DEA,2001KONa, 2005BAU, 2013ZHO, 2017SON
! * Exoplanet atmospheres:       2002MOS, 2012VEN, 2016MOS, 2016ZAH, 2021HOB, 2021TSA, 2022JAZ, 2024KIE
! * Interstellar/circumstellar : 2004SMI, 2006AGU, 2017VID, 2017LOI, 2024MIL
!
! In general, for pressure-dependent reactions we give preference to the three-body reaction over the thermal decomposition. The reason is that thermal decompositions are measured at high temperatures
! and dissociation energies are large, meaning that when extrapolating to room temperature, the rate coefficient of the reverse three-body reaction may be wrong by many orders of magnitude.
! As an example, for the reaction CN + M -> C + N + M, using k0(CN+M->C+N+M)=4.15e-10*exp(-71000/T) [4060-6060 K] yields correct values for k0(C+N+M->CN+M) in the range 4060-6060 K but too high values at 298 K.
!
! Each line contains the chemical reaction and the relevant chemical kinetics information in different blocks separated by the ":" character.
!
!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!                                                                                                                                                                                                                    !
! Bimolecular reactions                                                                                                                                                                                              !
!                                                                                                                                                                                                                    !
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!
!
! + Rate coefficient:             alpha, beta, gamma
! + Temperature validity range:   Tmin, Tmax
! + Error:                        E
! + Data source:                  Reference
!
! * The rate coefficient (in cgs units) is computed as (where T is the kinetic temperature in degrees Kelvin):
!
!         k = alpha * (T/300)^beta * exp(-gamma/T).
!
! * Tmin and Tmax give the temperature range of validity of the rate coefficient. It can be extrapolated adopting some safety rules to avoid unreasonably high values (see below).
! * E is the estimated error in the rate coefficient, which is as follows:
!
!         A : better than a factor of 2
!         B : between a factor of 2 and 10
!         C : worse than a factor of 10
!
! Reference gives the source for the chemical kinetics information. References are coded as in NIST (see end of file).
!
!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!                                                                                                                                                                                                                    !
! Pressure-dependent reactions                                                                                                                                                                                       !
!                                                                                                                                                                                                                    !
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!
!
! + Low-pressure rate coefficient and temperature validity range:    alpha_0,   beta_0,   gamma_0,   Tmin_0,   Tmax_0
! + High-pressure rate coefficient and temperature validity range:   alpha_inf, beta_inf, gamma_inf, Tmin_inf, Tmax_inf
! + Fc and temperature validity range:                               A, B, Tmin_fc, Tmax_fc
! + Collider:                                                        M
! + Error:                                                           E
! + Data source:                                                     Reference
!
! * The rate coefficient (in cgs units) is computed as (where T is the kinetic temperature in degrees Kelvin):
!
!         k0   = alpha_0   * (T/300)^beta_0   * exp(-gamma_0/T)      Low-pressure limit.
!         kinf = alpha_inf * (T/300)^beta_inf * exp(-gamma_inf/T)    High-pressure limit.
!         Fc   = A + B * T                                           We use a simple linear dependence of Fc with T as in 1992TSAa (author quotes that error is no more than a factor of 1.2)
!                                                                    Do not extrapolate Fc outside valid temperature range. That is, use Fc(Tmin) for T<Tmin and Fc(Tmax) for T>Tmax.
!
!         k = [k0 * [M] * kinf] / [k0 * [M] + kinf] * F, 
!         or
!         k = kinf * [Pr / (1 + Pr)] * F                             where Pr = k0 * [M] / kinf
!
!    To evaluate F, we use the Troe formalism (where log stands for decimal logarithm):
!
!         log(F) = [log(Fc)] / [ 1 + ([log(Pr) + c] / [N - d * {log(Pr) + c}])^2]
!         c = -0.4 - 0.67 * log(Fc)
!         N = 0.75 - 1.27 * log(Fc)
!         d = 0.14
!
!    Note that sometimes a different expression of Fc is used in the literature. For example, 2005BAU uses a simpler expression:
!         log(F) = [log(Fc)] / [ 1 + (log(Pr) / N)^2]                which is consistent with the Troe one within 10 per cent.
!
!    If Fc is not available, the Lindemann-Hinshelwood formalism could be used (F = 1). However, we recommendd to adopt
!
!         Fc = 0.5, which is the average Fc value after examination of around 50 reactions.
!         
!    This value is also in line with theoretical expectations, where Fc values are predicted as a function of r (total number of rotational degrees of freedom of A+B in reaction A+B+M->AB+M):
!         r  =    3     4     5     6
!         Fc = 0.49  0.44  0.39  0.35   ! 2006ATK
!         Fc = 0.57  0.51  0.46  0.42   ! Eq (27) of Cobos & Troe (2003), although note that this is F^SC_cent, which is not exactly Fc
!
!
!    If only k0 (or kinf) is available, the missing rate coefficient kinf (or k0) can be crudely estimated using the expression:
!
!         k0/kinf = 10^(-20.8 + 1.6 * N_C) cm3 * (T/300)^(-2)        where N_C is the number of carbon atoms involved in the reaction (dependence with N_C inspired in 2012VUI)
!                                                                    Expression estimated using around 80 termolecular reactions with accurately known expressions for k0 and kinf (errors A or B)
!
!    If collider M is known, enhanced efficiencies are taken into account as follows (where these values are obtained from inspection of around a dozen of reactions and from GRI-Mech):
!
!         N2      1.00
!         Ar      0.70
!         He      0.70
!         H2      2.00
!         CO2     2.00
!         CO      1.50
!         CH4     2.00
!         H2O     6.00
!
!    For simplicity, for any other collider the efficiency can be set arbitrarily to 1.00.
!    If collider M is not known, for simplicity no selective collider efficiencies are adopted (that is, efficiencies are 1.00 for any collider).
!
!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!                                                                                                                                                                                                                    !
! Safety rules                                                                                                                                                                                                       !
!                                                                                                                                                                                                                    !
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!
!
!    Upper limits for rate coefficients to prevent from unreasonably high values when extrapolating outside valid temperature range or when computing rate coefficients for reverse reactions:
!
!         unimolecular:   no upper limit                    maximum value is for reaction OH + CH3 + (M) = H + CH3O + (M), where kinf(3000 K) = 7.8e18 s-1 according to 2007JASc, for the rest of reactions k does not exceed 1e15 s-1
!         bimolecular:    2e-9 cm3 s-1                      maximum reported value for a bimolecular rate coefficient is 1.9e-9 cm3 s-1, for C + C5H6 (1993HAIb)
!         termolecular:   10^(-29.5 + 2.15 * N_C) cm6 s-1   where N_C is the number of carbon atoms involved in the reaction, expression (inspired in 2012VUI) obtained after examination of the maximum rate coefficient over valid temperature range for around 160 reactions
!
!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!                                                                                                                                                                                                                    !
! Chemical network                                                                                                                                                                                                   !
!                                                                                                                                                                                                                    !
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!
!
!                                                       alpha      beta      gamma     Tmin     Tmax   E  Reference
!------------------------------------------------- ................................ ----------------- ... ---------
!
! Bimolecular reactions
!
 C3H5 + C3H7 = C3H6 + C3H6                        :  5.20E-12    -0.350      -66.0 :    300     2500 : B : 1991TSAa, (C3H7 = i-C3H7)
 C3H5 + C3H7 = CH3CCH + C3H8                      :  5.20E-13    -0.350      -66.0 :    300     2500 : B : 1991TSAa, (C3H7 = i-C3H7), assumed equal yields for the two C3H4 isomers
 C3H5 + C3H7 = CH2CCH2 + C3H8                     :  5.20E-13    -0.350      -66.0 :    300     2500 : B : 1991TSAa, (C3H7 = i-C3H7), assumed equal yields for the two C3H4 isomers
 C3H5 + C4H8 = C4H7 + C3H6                        :  3.60E-11     0.000     8180.0 :    600     1000 : B : 2005BAU (C4H7 = CH2CHCHCH3), most stable isomer (2004MIL), no datasheet
 C3H5 + C4H9 = C3H6 + C4H8                        :  1.00E-11    -0.750      -66.0 :    300     2500 : B : 1991TSAa (C4H9 = t-C4H9, C4H8 = i-C4H8)
 C3H5 + C4H9 = CH3CCH + C4H10                     :  3.30E-13    -0.750      -66.0 :    300     2500 : B : 1991TSAa (C4H9 = t-C4H9), assumed equal yields for the two C3H4 isomers
 C3H5 + C4H9 = CH2CCH2 + C4H10                    :  3.30E-13    -0.750      -66.0 :    300     2500 : B : 1991TSAa (C4H9 = t-C4H9), assumed equal yields for the two C3H4 isomers
 C3H5 + C4H10 = C4H9 + C3H6                       :  1.00E-14     3.300     7800.0 :    300     1200 : B : 2005BAU (C4H10 = i-C4H10, C4H9 = t-C4H9), no datasheet, based on estimation in 1991TSAa; k from reverse [1991TSAa, 6.90E-17/4.900/4208.0, 300-2500 K] is within a factor 3 at 1200 K and a factor 200 at 300 K
 C3H5 + C5H6 = C5H5 + C3H6                        :  1.80E-13     0.000     2770.0 :   1080     1550 : B : 1997BURb
 C3H7 + C2H2 = CH3 + C4H6                         :  4.60E-14     0.000     3273.0 :    300     2500 : A : 1988TSA (C3H7 = i-C3H7, C4H6 = 1,3-C4H6)
 C3H7 + C2H4 = CH3 + C4H8                         :  1.60E-07    -5.050    16950.0 :    500     1500 : B : 2019POW
 C3H7 + C3H6 = C4H9 + C2H4                        :  1.25E-14     0.000     4550.0 :    300     2500 : A : fit to complex expression in 1991TSAa (C3H7 = i-C3H7, C4H9 = i-C4H9, experimental data available)
 C3H7 + C3H6 = C2H5 + C4H8                        :  4.00E-15     0.000     2550.0 :    300     2500 : A : fit to complex expression in 1991TSAa (C3H7 = i-C3H7, C4H8 = i-C4H8, experimental data available)
 C3H7 + C3H6 = C3H5 + C3H8                        :  8.90E-16     4.000     4059.0 :    300     2500 : A : 1991TSAa (C3H7 = i-C3H7, experimental data available), better than k from reverse [2005BAU based on estimation by 1991TSAa, 1.90E-14/3.300/8660.0, 300-1200 K], which is within a factor 2 at 2500 K and a factor 50 at 300 K using i-C3H7 NASA therm data (based on Tsang 1985) and abnormally high k using i-C3H7 Burcat therm data
 C3H7 + C3H7 = C3H6 + C3H8                        :  4.20E-12     0.000        0.0 :    300     1000 : A : 2005BAU, no datasheet, (C3H7 = i-C3H7)
 C3H7 + C4H8 = C4H7 + C3H8                        :  4.70E-13     0.000    10250.0 :    489      542 : B : 1995SER
 C3H7 + C4H9 = C3H6 + C4H10                       :  9.00E-12    -1.100        0.0 :    300     2500 : B : 1990TSAa (C3H7 = i-C3H7, C4H9 = t-C4H9, C4H10 = i-C4H10)
 C3H7 + C4H9 = C3H8 + C4H8                        :  9.00E-12    -1.100        0.0 :    300     2500 : B : 1990TSAa (C3H7 = i-C3H7, C4H9 = t-C4H9, C4H8 = i-C4H8)
 C3H7 + C4H10 = C4H9 + C3H8                       :  6.30E-17     4.200     3000.0 :    300     2500 : B : 1990TSAa (C3H7 = i-C3H7, C4H10 = i-C4H10, C4H9 = t-C4H9), k from reverse [1990TSAa, 1.10E-17/5.160/4091.0, 300-2500 K] is within a factor 3
 C4H + H2 = H + C4H2                              :  2.00E-12     2.320      444.0 :    180     3000 : C : [C2H + H2 = H + C2H2] as in 2016MOS
 C4H + CH4 = CH3 + C4H2                           :  3.90E-13     2.590     -390.0 :    200     3000 : A : fit to experiment 2010BERa (200 K, 300 K) and calculation 2011HUO (1000 K, 3000 K)
 C4H + C2H2 = H + C6H2                            :  1.80E-10    -1.060       65.8 :     39      298 : A : 2008BER
 C4H + C2H3 = C2H2 + C4H2                         :  1.70E-10     0.000        0.0 :   1600     3500 : C : 1992KIE, estimation
 C4H + C2H4 = H + C6H4                            :  1.95E-10    -0.400       -9.5 :     39      298 : A : 2008BER, main channel H elimination as in C2H + C2H4
 C4H + C2H6 = C2H5 + C4H2                         :  2.90E-11    -1.240       25.6 :     39      298 : A : 2008BER, can be extrapolated up to 1000 K in line with calculations by 2018HUO (their 300-1000 K expression is not consistent with Fig 5)
 C4H + CH3CCH = CH3 + C6H2                        :  1.90E-10    -0.820       47.2 :     39      298 : A : 2008BER, assumed branching ratio 0.6 based on C2H + CH3CCH
!C4H + CH2CCH2 = H + C7H4                         :  1.90E-10    -0.820       47.2 :     39      298 : A : 2010BERb, assumed branching ratio 1.0 based on C2H + CH2CCH2
 C4H + C3H6 = CH3 + C6H4                          :  2.70E-10    -0.840       48.9 :     39      298 : A : 2010BERb, assumed branching ratio 0.85 based on C2H + C3H6
 C4H + C3H8 = C3H7 + C4H2                         :  1.05E-10    -1.350       56.3 :     39      298 : A : 2008BER
 C4H + C4H3 = C4H2 + C4H2                         :  1.70E-11     0.000        0.0 :   1600     3500 : C : 1992KIE, estimation
 C4H + C4H8 = C2H5 + C6H4                         :  4.10E-10    -0.610       65.0 :     39      298 : A : 2010BERb, assumed branching ratio 0.65 based on C2H + C4H8
 C4H + C4H10 = C4H9 + C4H2                        :  2.90E-10    -1.300       90.1 :     39      298 : A : 2010BERa
 C4H3 + C2H2 = C2H3 + C4H2                        :  3.10E-08    -4.480    15690.0 :    600     2100 : B : 2018WAN, 1atm
 C4H3 + C2H2 = H + C6H4                           :  2.45E-04    -9.530    18570.0 :    600     2100 : B : 2018WAN, 1atm
 C4H5 + C2H2 = H + C6H6                           :  3.20E-08    -3.450    10235.0 :    800     2500 : B : 2007SENa k(1 atm), (C4H5 = i-C4H5, CH2CHCCH2; C6H6 = fulvene), fulvene dominates over benzene, we assume instantaneous isomerization to benzene
 C4H5 + C5H6 = C5H5 + C4H6                        :  1.00E-11     0.000        0.0 :    900     1400 : C : 2000ALZ, estimation
 C4H9 + C2H4 = C2H5 + C4H8                        :  5.30E-15    -0.430     3220.0 :    300     2500 : A : fit to complex expression in 1990TSAa (C4H9 = t-C4H9, C4H8 = i-C4H8)
 C4H9 + C3H6 = CH3 + C2H4 + C4H8                  :  1.40E-14    -0.440     3755.0 :    300     2500 : C : upper limit, fit to complex expression b in 1991TSAa (C4H9 = t-C4H9, C4H8 = i-C4H8)
 C4H9 + C4H9 = C4H10 + C4H8                       :  1.50E-12    -1.500        0.0 :    300     2500 : B : 1990TSAa (C4H9 = t-C4H9)
 C6H3 + H2 = H + C6H4                             :  9.00E-17     2.000     3500.0 :    300     3000 : C : 2016MOS, estimation
 C6H5 + H2 = H + C6H6                             :  9.90E-14     2.430     3159.0 :    300     5000 : A : 1997MEB, agrees with experimental data better than 2017SEM, perfect agreement with calculated k from reverse [2005BAU, agrees with calculations by 2020YON, 4.00E-09/-0.700/10070.0, 500-2200 K]
 C6H5 + CH4 = CH3 + C6H6                          :  1.00E-11     0.000     6201.0 :    600      980 : A : 1999TOK
 C6H5 + C2H4 = C2H3 + C6H6                        :  3.60E-15     4.094     2455.0 :    298     1500 : A : 2020CHU
 C6H5 + C2H6 = C2H5 + C6H6                        :  3.50E-13     0.000     2236.0 :    565     1000 : A : 2001PAR
 C6H5 + CH3CCH = C3H3 + C6H6                      :  1.75E-14     3.172     1645.0 :    200     2000 : B : 2002VER
 C6H5 + CH2CCH2 = C3H3 + C6H6                     :  4.60E-14     3.195     2190.0 :    200     2000 : B : 2003VER
 C6H5 + C3H6 = C3H5 + C6H6                        :  3.50E-15     4.002        0.9 :    300      700 : B : 2018BUR
 C6H5 + C3H8 = C3H7 + C6H6                        :  3.25E-13     0.000     1938.0 :    494     1051 : A : 2004PARb
 C6H5 + C4H4 = C4H3 + C6H6                        :  1.40E-14     3.080     2245.0 :    500     2500 : B : 2017MEB (C4H5 = i-C4H5)
 C6H5 + C4H9 = C4H8 + C6H6                        :  2.10E-11     0.000     -300.0 :    290      500 : C : 1999PARb, estimation
 C6H5 + C4H10 = C4H9 + C6H6                       :  4.50E-13     0.000     1880.0 :    297     1046 : A : 2004PARb
 C6H5 + C5H6 = C5H5 + C6H6                        :  5.10E-13     0.000     2770.0 :   1080     1550 : B : 1997BURb
 C6H5 + C6H5 = C6H4 + C6H6                        :  1.50E-15     4.570    -2888.0 :    300     2500 : B : 2010TRA, calculation by 2011DUR [1.50E-15/4.300/400.0, 1000-2000 K] is 10 times lower
!
 O + H2 = OH + H                                  :  4.60E-14     3.500     2500.0 :    298     3300 : A : fit to complex expression in 2005BAU
 O + CH = CO + H                                  :  6.60E-11     0.000        0.0 :    295     2000 : A : 2005BAU
 O + CH = OH + C                                  :  2.50E-11     0.000     2380.0 :   1600     6000 : A : 1986MUR, quoted by 2005BAU p 837
 O + CH2 = CO + H + H                             :  2.04E-10     0.000      270.0 :    290     2500 : A : 2005BAU
 O + CH2 = CO + H2                                :  1.36E-10     0.000      270.0 :    290     2500 : A : 2005BAU
 O + CH2_1 = CO + H + H                           :  2.50E-11     0.000        0.0 :    300     2500 : B : 1986TSA
 O + CH2_1 = CO + H2                              :  2.50E-11     0.000        0.0 :    300     2500 : B : 1986TSA
 O + CH3 = H + H2CO                               :  7.70E-11     0.000        0.0 :    294     2500 : A : 2005BAU, branching ratio from 2005HAC
 O + CH3 = H + H2 + CO                            :  6.30E-11     0.000        0.0 :    294     2500 : A : 2005BAU, branching ratio from 2005HAC
 O + CH4 = OH + CH3                               :  1.14E-12     2.500     3310.0 :    400     2500 : A : 2005BAU
 O + C2 = CO + C                                  :  6.00E-10     0.000        0.0 :   8000     8000 : B : 1969FAI
 O + C2H = CO + CH                                :  9.90E-11     0.000        0.0 :    290     2500 : A : 2005BAU, assumed main channel according to 2007ZHA
 O + C2H2 = CO + CH2                              :  1.14E-12     1.400     1110.0 :    200     2500 : A : 2005BAU
 O + C2H2 = HCCO + H                              :  4.56E-12     1.400     1110.0 :    200     2500 : A : 2005BAU
 O + C2H3 = CH2CO + H                             :  4.50E-11     0.000        0.0 :    250     2000 : A : 2005BAU and branching ratio of 0.1 for H abstraction calculated by 2005HARb
 O + C2H3 = OH + C2H2                             :  5.00E-12     0.000        0.0 :    250     2000 : A : 2005BAU and branching ratio of 0.1 for H abstraction calculated by 2005HARb
 O + C2H4 = CH3 + HCO                             :  5.40E-11    -1.717     1456.0 :    300     2500 : A : 2017LIb, k_total and branching ratios agree with experiments, 1a 
 O + C2H4 = H + CH3CO                             :  3.30E-12     0.948      814.0 :    300     2500 : A : 2017LIb, k_total and branching ratios agree with experiments, 1b+1c (CH3CO = CH3CO + CH2CHO)
 O + C2H4 = H2CO + CH2                            :  8.20E-13     1.991     1439.0 :    300     2500 : A : 2017LIb, k_total and branching ratios agree with experiments, 1e  
 O + C2H4 = CH2CO + H2                            :  5.40E-12    -1.831     1600.0 :    300     2500 : A : 2017LIb, k_total and branching ratios agree with experiments, 1f
 O + C2H5 = H + CH3CHO                            :  8.80E-11     0.000        0.0 :    298     1000 : A : 2005BAU (branching ratio 0.4, 2005HARb measure 0.21)
 O + C2H5 = CH3 + H2CO                            :  6.60E-11     0.000        0.0 :    298     1000 : A : 2005BAU
 O + C2H5 = OH + C2H4                             :  4.40E-11     0.000        0.0 :    298     1000 : A : 2005BAU
 O + C2H6 = OH + C2H5                             :  2.60E-12     2.800     2920.0 :    500     1400 : A : 2005BAU
 O + C3 = CO + C2                                 :  5.00E-12     0.000      900.0 :     10      300 : B : 2004SMI, based on 1996WOO
 O + C3H = CO + C2H                               :  7.00E-11     0.000        0.0 :     10      300 : C : 2017LOI
 O + C3H2 = HCO + C2H                             :  1.00E-11     0.000        0.0 :     10      300 : C : 2017LOI
 O + C3H2 = CO + H + C2H                          :  1.00E-11     0.000        0.0 :     10      300 : C : 2017LOI
 O + C3H2 = CO + C2H2                             :  4.00E-11     0.000        0.0 :     10      300 : C : 2017LOI
 O + C3H3 = HCO + C2H2                            :  2.00E-11     0.000        0.0 :     10      300 : C : 2017LOI
 O + C3H3 = CO + C2H3                             :  5.00E-11     0.000        0.0 :     10      300 : C : 2017LOI
 O + C3H3 = OH + C3H2                             :  1.00E-11     0.000        0.0 :     10      300 : C : 2017LOI
 O + CH3CCH = CO + C2H4                           :  2.15E-11     0.000     1134.0 :    300     1350 : A : 1996ADU, branching ratio 0.74 2016VAN
 O + CH3CCH = HCO + C2H3                          :  3.20E-12     0.000     1134.0 :    300     1350 : A : 1996ADU, branching ratio 0.11 2016VAN
 O + CH3CCH = HCCO + CH3                          :  2.90E-12     0.000     1134.0 :    300     1350 : A : 1996ADU, branching ratio 0.10 2016VAN
 O + CH3CCH = OH + C3H3                           :  1.65E-12     0.048     1790.0 :    300     2250 : B : 2016GIMb
 O + CH2CCH2 = CH2CO + CH2                        :  5.75E-14     2.050       90.0 :    200     1000 : A : 2006NGU, branching ratio 1d 0.03  2012LEO, k from reverse [2019SAV, assumed 1/2 for each C3H4 isomer, 7.90E-16/3.060/13265.0, 300-3000 K] agrees around 1000 K but has a higher Ae 
 O + CH2CCH2 = HCO + C2H3                         :  1.35E-13     2.050       90.0 :    200     1000 : A : 2006NGU, branching ratio 1e 0.070 2012LEO
 O + CH2CCH2 = CO + C2H4                          :  1.55E-12     2.050       90.0 :    200     1000 : A : 2006NGU, branching ratio 1f 0.815 2012LEO
 O + CH2CCH2 = H2CO + C2H2                        :  1.80E-13     2.050       90.0 :    200     1000 : A : 2006NGU, branching ratio 1g 0.096 2012LEO
 O + C3H5 = H + CO + C2H4                         :  7.60E-11     0.000        0.0 :    300      623 : A : 2009HOY
 O + C3H5 = H + H2CO + C2H2                       :  1.30E-11     0.000        0.0 :    300      623 : A : 2009HOY
 O + C3H6 = CH3CO + CH3                           :  1.10E-12     1.340     -195.0 :    230      900 : A : k_total (2016MOR), T-dependent branching ratio (2017BED), channel c+d (CH3CO = CH2CHO and CH3CO)
 O + C3H6 = HCO + C2H5                            :  9.00E-13     0.810      -85.0 :    230      900 : A : k_total (2016MOR), T-dependent branching ratio (2017BED), channel e
 O + C3H6 = H2CO + C2H4                           :  1.40E-13     2.510     -500.0 :    230      900 : A : k_total (2016MOR), T-dependent branching ratio (2017BED), channel f
 O + C3H6 = OH + C3H5                             :  6.30E-15     4.190    -1060.0 :    230      900 : A : k_total (2016MOR), T-dependent branching ratio (2017BED), channel i
 O + C3H7 = CH3CHO + CH3                          :  7.60E-11     0.000        0.0 :    298      298 : A : 2011HOY (C3H7 = i-C3H7), branching ratio 0.40, in line with 1988TSA (300-2500 K)
 O + C3H7 = OH + C3H6                             :  4.60E-11     0.000        0.0 :    298      298 : A : 2011HOY (C3H7 = i-C3H7), branching ratio 0.24
 O + C3H8 = OH + C3H7                             :  4.10E-13     2.710     1060.0 :    300     2500 : A : 1988TSA (C3H7 = i-C3H7)
 O + C4 = CO + C3                                 :  1.00E-10     0.000        0.0 :     10      300 : C : 2004SMI
 O + C4H = CO + C3H                               :  1.70E-11     0.000        0.0 :     10      300 : C : 2004SMI, 2017LOI adopt 2e-11 cm3 s-1 for production of l-C3H
 O + C4H2 = CO + C3H2                             :  4.50E-11     0.000      870.0 :    300     1000 : B : 1984WAR
 O + C4H3 = CH2CO + C2H                           :  3.30E-11     0.000        0.0 :    300     2000 : C : 1995PAU, adopted by 2000ALZ and 2017CHR (Konnov v0.6)
 O + C4H4 = HCO + C3H3                            :  5.00E-11     0.000      910.0 :    295      500 : B : 1983HOM, most likely channel, low yields of H and CO (1996XIN) and high yield of HCO (2020BUE) 
 O + C4H6 = OH + C4H5                             :  1.30E-12     1.860    16000.0 :    298      798 : B : 2023BOU, k measured by 1993ADU corresponds to addition
 O + C4H8 = OH + C4H7                             :  2.80E-12     0.890     -525.0 :    284     1015 : B : 1994ADU (C4H8 = isobutene), fit to complex expression given by Eq (10)
 O + C4H9 = OH + C4H8                             :  3.00E-10     0.000        0.0 :    300     2500 : A : 1990TSAa (C4H9 = t-C4H9, C4H8 = i-C4H8)
 O + C4H10 = OH + C4H9                            :  4.05E-13     2.500      560.0 :    300     2500 : A : 1990TSAa (C4H10 = i-C4H10, C4H9 = t-C4H9)
 O + C5H4 = OH + C5H3                             :  2.60E-12     2.500     1500.0 :    900     1400 : C : 2000ALZ, estimation
 O + C5H5 = CO + C4H5                             :  1.80E-10    -0.260     2800.0 :    500     2500 : B : 2017GHI, 1 atm
 O + C5H6 = OH + C5H5                             :  1.80E-12     2.120     2440.0 :    500     2500 : B : 2020BAR
 O + C6H5 = CO + C5H5                             :  1.70E-10     0.000        0.0 :   1050     1500 : A : 2005BAU
 O + C6H6 = CO + C5H6                             :  4.20E-12     0.570     2070.0 :    298     1400 : A : k_total (2005BAU), T-dependent branching ratio (2010TAA), other channels are association to C6H5OH and C6H5O + H
