# ================================================================================
# Title: Disequilibrium Carbon, Oxygen, and Nitrogen Chemistry in the
#        Atmospheres of HD 189733b and HD 209458b
# Authors: Moses J.I., Visscher C., Fortney J.J., Showman A.P., Lewis N.K.,
#          Griffith C.A., Klippenstein S.J., Shabram M., Friedson A.J.,
#          Marley M.S., Freedman R.S.
# ================================================================================
# Description of contents: The tar package contains five ascii output files
#  from model runs described in the paper.  Each file contains a list of species
#  in the model; a list of reactions (without rate coefficients -- those are
#  found later in the file for reaction numbers provided in this list); the
#  background atmospheric temperature, pressure, density, and eddy diffusion
#  coefficients at the grid points; assumed kinetic rate coefficients at
#  those grid points (see also the Supplementary Table S1); and model results
#  for species concentrations, volume mixing ratios (mole fractions), production
#  and loss rates; photolysis rates (s^-1); reaction rates for all reactions
#  in the model (e.g., the reaction rate for reaction number x, described by
#  A + B = C + D, is the rate coefficient k_x times the concentration of species
#  A times the concentration of species B); and chemical loss time scales for
#  the species.  Units are cgs unless otherwise indicated.  The ascii files are
#  fully viewable and searchable with any text editor; headings for the different
#  categories of output typically end with a colon to aid the searches.  The file
#  names contain the name of the planet (hd189 = HD 189733b; hd209 = HD 209458b),
#  a shorthand for the thermal structure ("termave" is terminator average, "wtday"
#  and "dayave" are dayside averages, and "1d2pi" is the 1-D thermal structure
#  for the assumption that the incident stellar energy is redistributed over the
#  dayside hemisphere only), and a description of the K_zz profile for the model.
#  All models provide in the tar file have the "nominal" K_zz profile estimated
#  for the particular temperature profile, as described in the text.
# 
# System requirements: Files can be read with any text editor on any operating
#  system.
# 
# Additional comments: Additional model output or model information available
#  upon request from the first author.
# 
# ================================================================================
# 
# 





## IMPORTANT INFORMATION (added by Junaid)
# For rate coefficients please check TableS1.pdf
# R1-137 are photolysis reactions




model output for HD 189733b, 

 KINETIC MODEL INVOLVES   7 DIFFERENT ATOMS, 129 CHEMICAL SPECIES, AND 1826 REACTIONS


 ATOMS:         H  HE C  O  S  N  P 


 SPECIES:
 103) HCP       1  0  1  0  0  0  1
 104) PO        0  0  0  1  0  0  1
 105) PO2       0  0  0  2  0  0  1
 106) P2O3      0  0  0  3  0  0  2
 107) P4O6      0  0  0  6  0  0  4
 108) PN        0  0  0  0  0  1  1
 109) NH2PH2    4  0  0  0  0  1  1
 110) H2OCON    2  0  0  1  0  0  0
 111) NH3CON    3  0  0  0  0  1  0
 112) N2H4CON   4  0  0  0  0  2  0
 113) HCNCON    1  0  1  0  0  1  0
 114) CH3CNCON  3  0  2  0  0  1  0
 115) HC3NCON   1  0  3  0  0  1  0
 116) ACRYLCON  3  0  3  0  0  1  0
 117) P2H4CON   4  0  0  0  0  0  2
 118) NH2PHCON  4  0  0  0  0  1  1
 119) P4CON     0  0  0  0  0  0  4
 120) JDUST    20  0  0 10  0  1  1
 121) PROD     10  0  5  0  0  0  0
 122) U         0  0  0  0  0  0  0
 123) V         0  0  0  0  0  0  0
 124) W         0  0  0  0  0  0  0
 125) X         0  0  0  0  0  0  0
 126) Y         0  0  0  0  0  0  0
 127) JHAZE    20  0  0 10  0  1  1
 128) RAYJUP    0  0  0  0  0  0  0
 129) M         0  0  0  0  0  0  0


 REACTIONS:
    1)   H2      = 2H                                                     k   =  0.00E+00 EXP(     0./T)
   83)   O2      = 2O                                                     k   =  0.00E+00 EXP(     0./T)
   84)   O2      =  O       +  O(1D)                                      k   =  0.00E+00 EXP(     0./T)
   85)   OH      =  O       +  H                                          k   =  0.00E+00 EXP(     0./T)
   86)   H2O     =  H       +  OH                                         k   =  0.00E+00 EXP(     0./T)
   87)   H2O     = 2H       +  O                                          k   =  0.00E+00 EXP(     0./T)
   88)   H2O     =  H2      +  O(1D)                                      k   =  0.00E+00 EXP(     0./T)
  138)  2H       +  M       =  H2      +  M                               k0  =  0.00E+00 EXP(     0./T)
  139)   H2      +  M       = 2H       +  M                               k   =  0.00E+00 EXP(     0./T)
  532)   O       +  H       +  M       =  OH      +  M                    k0  =  0.00E+00 EXP(     0./T)
  533)   OH      +  M       =  O       +  H       +  M                    k   =  0.00E+00 EXP(     0./T)
  534)   O       +  H2      =  OH      +  H                               k   =  0.00E+00 EXP(     0./T)
  535)   H       +  OH      =  O       +  H2                              k   =  0.00E+00 EXP(     0./T)
  576)  2O       +  M       =  O2      +  M                               k0  =  0.00E+00 EXP(     0./T)
  577)   O2      +  M       = 2O       +  M                               k   =  0.00E+00 EXP(     0./T)
  578)   O       +  OH      =  O2      +  H                               k   =  0.00E+00 EXP(     0./T)
  579)   H       +  O2      =  O       +  OH                              k   =  0.00E+00 EXP(     0./T)
  614)   O       +  HO2     =  O2      +  OH                              k   =  0.00E+00 EXP(     0./T)
  615)   O2      +  OH      =  O       +  HO2                             k   =  0.00E+00 EXP(     0./T)
  616)   O       +  H2O2    =  OH      +  HO2                             k   =  0.00E+00 EXP(     0./T)
  617)   OH      +  HO2     =  O       +  H2O2                            k   =  0.00E+00 EXP(     0./T)
  618)   O(1D)   +  H2      =  OH      +  H                               k   =  0.00E+00 EXP(     0./T)
  619)   H       +  OH      =  O(1D)   +  H2                              k   =  0.00E+00 EXP(     0./T)
  626)   O(1D)   +  H2O     = 2OH                                         k   =  0.00E+00 EXP(     0./T)
  627)  2OH      =  O(1D)   +  H2O                                        k   =  0.00E+00 EXP(     0./T)
  630)   O2      +  H       +  M       =  HO2     +  M                    k0  =  0.00E+00 EXP(     0./T)
  631)   HO2     +  M       =  O2      +  H       +  M                    k   =  0.00E+00 EXP(     0./T)
  660)   OH      +  H       +  M       =  H2O     +  M                    k0  =  0.00E+00 EXP(     0./T)
  661)   H2O     +  M       =  OH      +  H       +  M                    k   =  0.00E+00 EXP(     0./T)
  662)   OH      +  H2      =  H2O     +  H                               k   =  0.00E+00 EXP(     0./T)
  663)   H       +  H2O     =  OH      +  H2                              k   =  0.00E+00 EXP(     0./T)
  710)  2OH      =  O       +  H2O                                        k   =  0.00E+00 EXP(     0./T)
  711)   O       +  H2O     = 2OH                                         k   =  0.00E+00 EXP(     0./T)
  712)  2OH      +  M       =  H2O2    +  M                               k0  =  0.00E+00 EXP(     0./T)
  713)   H2O2    +  M       = 2OH      +  M                               k   =  0.00E+00 EXP(     0./T)
  736)   OH      +  HO2     =  H2O     +  O2                              k   =  0.00E+00 EXP(     0./T)
  737)   O2      +  H2O     =  OH      +  HO2                             k   =  0.00E+00 EXP(     0./T)
  738)   OH      +  H2O2    =  H2O     +  HO2                             k   =  0.00E+00 EXP(     0./T)
  739)   H2O     +  HO2     =  OH      +  H2O2                            k   =  0.00E+00 EXP(     0./T)
  920)   HO2     +  H       =  H2O     +  O                               k   =  0.00E+00 EXP(     0./T)
  921)   O       +  H2O     =  HO2     +  H                               k   =  0.00E+00 EXP(     0./T)
  922)   HO2     +  H       = 2OH                                         k   =  0.00E+00 EXP(     0./T)
  923)  2OH      =  HO2     +  H                                          k   =  0.00E+00 EXP(     0./T)
  924)   HO2     +  H       =  O2      +  H2                              k   =  0.00E+00 EXP(     0./T)
  925)   H2      +  O2      =  HO2     +  H                               k   =  0.00E+00 EXP(     0./T)
  932)  2HO2     =  H2O2    +  O2                                         k   =  0.00E+00 EXP(     0./T)
  933)   O2      +  H2O2    = 2HO2                                        k   =  0.00E+00 EXP(     0./T)
  934)   H2O2    +  H       =  H2      +  HO2                             k   =  0.00E+00 EXP(     0./T)
  935)   H2      +  HO2     =  H2O2    +  H                               k   =  0.00E+00 EXP(     0./T)
  936)   H2O2    +  H       =  H2O     +  OH                              k   =  0.00E+00 EXP(     0./T)
  937)   OH      +  H2O     =  H2O2    +  H                               k   =  0.00E+00 EXP(     0./T)
 1802)   H2      =  H2                                                    k   =  0.00E+00 EXP(     0./T)
 1812)   H2O     =  H2O                                                   k   =  0.00E+00 EXP(     0./T)
