# ================================================================================
# Title: Disequilibrium Carbon, Oxygen, and Nitrogen Chemistry in the
#        Atmospheres of HD 189733b and HD 209458b
# Authors: Moses J.I., Visscher C., Fortney J.J., Showman A.P., Lewis N.K.,
#          Griffith C.A., Klippenstein S.J., Shabram M., Friedson A.J.,
#          Marley M.S., Freedman R.S.
# ================================================================================
# Description of contents: The tar package contains five ascii output files
#  from model runs described in the paper.  Each file contains a list of species
#  in the model; a list of reactions (without rate coefficients -- those are
#  found later in the file for reaction numbers provided in this list); the
#  background atmospheric temperature, pressure, density, and eddy diffusion
#  coefficients at the grid points; assumed kinetic rate coefficients at
#  those grid points (see also the Supplementary Table S1); and model results
#  for species concentrations, volume mixing ratios (mole fractions), production
#  and loss rates; photolysis rates (s^-1); reaction rates for all reactions
#  in the model (e.g., the reaction rate for reaction number x, described by
#  A + B = C + D, is the rate coefficient k_x times the concentration of species
#  A times the concentration of species B); and chemical loss time scales for
#  the species.  Units are cgs unless otherwise indicated.  The ascii files are
#  fully viewable and searchable with any text editor; headings for the different
#  categories of output typically end with a colon to aid the searches.  The file
#  names contain the name of the planet (hd189 = HD 189733b; hd209 = HD 209458b),
#  a shorthand for the thermal structure ("termave" is terminator average, "wtday"
#  and "dayave" are dayside averages, and "1d2pi" is the 1-D thermal structure
#  for the assumption that the incident stellar energy is redistributed over the
#  dayside hemisphere only), and a description of the K_zz profile for the model.
#  All models provide in the tar file have the "nominal" K_zz profile estimated
#  for the particular temperature profile, as described in the text.
# 
# System requirements: Files can be read with any text editor on any operating
#  system.
# 
# Additional comments: Additional model output or model information available
#  upon request from the first author.
# 
# ================================================================================
# 
# 





## IMPORTANT INFORMATION (added by Junaid)
# For rate coefficients please check TableS1.pdf
# R1-137 are photolysis reactions




model output for HD 189733b, 

 KINETIC MODEL INVOLVES   7 DIFFERENT ATOMS, 129 CHEMICAL SPECIES, AND 1826 REACTIONS


 ATOMS:         H  HE C  O  S  N  P 


 SPECIES:
   1) H         1  0  0  0  0  0  0
   2) HE        0  1  0  0  0  0  0
   3) H2        2  0  0  0  0  0  0
   4) C         0  0  1  0  0  0  0
   5) CH        1  0  1  0  0  0  0
   6) (1)CH2    2  0  1  0  0  0  0
   7) (3)CH2    2  0  1  0  0  0  0
   8) CH3       3  0  1  0  0  0  0
   9) CH4       4  0  1  0  0  0  0
  10) C2        0  0  2  0  0  0  0
  11) C2H       1  0  2  0  0  0  0
  12) C2H2      2  0  2  0  0  0  0
  13) C2H3      3  0  2  0  0  0  0
  14) C2H4      4  0  2  0  0  0  0
  15) C2H5      5  0  2  0  0  0  0
  16) C2H6      6  0  2  0  0  0  0
  17) C3H2      2  0  3  0  0  0  0
  18) C3H3      3  0  3  0  0  0  0
  19) CH3C2H    4  0  3  0  0  0  0
  20) CH2CCH2   4  0  3  0  0  0  0
  21) C3H5      5  0  3  0  0  0  0
  22) C3H6      6  0  3  0  0  0  0
  23) C3H7      7  0  3  0  0  0  0
  24) C3H8      8  0  3  0  0  0  0
  25) C4H       1  0  4  0  0  0  0
  26) C4H2      2  0  4  0  0  0  0
  27) C4H3      3  0  4  0  0  0  0
  28) C4H4      4  0  4  0  0  0  0
  29) C4H5      5  0  4  0  0  0  0
  30) C4H6      6  0  4  0  0  0  0
  31) C4H8      8  0  4  0  0  0  0
  32) C4H9      9  0  4  0  0  0  0
  33) C4H10    10  0  4  0  0  0  0
  34) C5H3      3  0  5  0  0  0  0
  35) C5H4      4  0  5  0  0  0  0
  36) C6H2      2  0  6  0  0  0  0
  37) C6H3      3  0  6  0  0  0  0
  38) C6H4      4  0  6  0  0  0  0
  39) C6H5      5  0  6  0  0  0  0
  40) LC6H6     6  0  6  0  0  0  0
  41) C6H6      6  0  6  0  0  0  0
  42) O         0  0  0  1  0  0  0
  43) O(1D)     0  0  0  1  0  0  0
  44) O2        0  0  0  2  0  0  0
  45) OH        1  0  0  1  0  0  0
  46) H2O       2  0  0  1  0  0  0
  47) CO        0  0  1  1  0  0  0
  48) CO2       0  0  1  2  0  0  0
  49) HCO       1  0  1  1  0  0  0
  50) H2CO      2  0  1  1  0  0  0
  51) CH2OH     3  0  1  1  0  0  0
  52) CH3O      3  0  1  1  0  0  0
  53) CH3OH     4  0  1  1  0  0  0
  54) HCCO      1  0  2  1  0  0  0
  55) H2CCO     2  0  2  1  0  0  0
  56) C2H3O     3  0  2  1  0  0  0
  57) CH3CHO    4  0  2  1  0  0  0
  58) C2H4OH    5  0  2  1  0  0  0
  59) HO2       1  0  0  2  0  0  0
  60) H2O2      2  0  0  2  0  0  0
  61) N         0  0  0  0  0  1  0
  62) N2        0  0  0  0  0  2  0
  63) NH        1  0  0  0  0  1  0
  64) NH2       2  0  0  0  0  1  0
  65) NH3       3  0  0  0  0  1  0
  66) N2H       1  0  0  0  0  2  0
  67) N2H2      2  0  0  0  0  2  0
  68) H2NN      2  0  0  0  0  2  0
  69) N2H3      3  0  0  0  0  2  0
  70) N2H4      4  0  0  0  0  2  0
  71) CN        0  0  1  0  0  1  0
  72) HCN       1  0  1  0  0  1  0
  73) H2CN      2  0  1  0  0  1  0
  74) CH2NH     3  0  1  0  0  1  0
  75) CH3NH     4  0  1  0  0  1  0
  76) CH2NH2    4  0  1  0  0  1  0
  77) CH3NH2    5  0  1  0  0  1  0
  78) CH2CN     2  0  2  0  0  1  0
  79) CH3CN     3  0  2  0  0  1  0
  80) C3N       0  0  3  0  0  1  0
  81) HC3N      1  0  3  0  0  1  0
  82) C2H2CN    2  0  3  0  0  1  0
  83) C2H3CN    3  0  3  0  0  1  0
  84) NO        0  0  0  1  0  1  0
  85) NO2       0  0  0  2  0  1  0
  86) N2O       0  0  0  1  0  2  0
  87) HNO       1  0  0  1  0  1  0
  88) HNO2      1  0  0  2  0  1  0
  89) NCO       0  0  1  1  0  1  0
  90) HNCO      1  0  1  1  0  1  0
  91) CH3NO     3  0  1  1  0  1  0
  92) P         0  0  0  0  0  0  1
  93) P2        0  0  0  0  0  0  2
  94) P4        0  0  0  0  0  0  4
  95) PH        1  0  0  0  0  0  1
  96) PH2       2  0  0  0  0  0  1
  97) PH3       3  0  0  0  0  0  1
  98) P2H       1  0  0  0  0  0  2
  99) P2H2      2  0  0  0  0  0  2
 100) P2H3      3  0  0  0  0  0  2
 101) P2H4      4  0  0  0  0  0  2
 102) CP        0  0  1  0  0  0  1
